"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,0.00366619818138197,-0.0603626894695872,0.0603626894695872,0.00226414819340132,-0.0603626894695872,-1,0.0603626894695872,1
"GRHL2",1,1,0.00366619818138197,-0.0603626894695872,0.0603626894695872,0.00226414819340132,-0.0603626894695872,-1,0.0603626894695872,1
"Iext",0.00366619818138197,0.00366619818138197,1,-0.000125929193279027,0.000125929193279028,-0.0111372838761574,-0.000125929193279027,-0.00366619818138197,0.000125929193279028,0.00366619818138197
"KEAP1",-0.0603626894695872,-0.0603626894695872,-0.000125929193279027,1,-1,0.00647661173940846,1,0.0603626894695872,-1,-0.0603626894695872
"NRF2",0.0603626894695872,0.0603626894695872,0.000125929193279028,-1,1,-0.00647661173940847,-1,-0.0603626894695872,1,0.0603626894695872
"OVOL2",0.00226414819340132,0.00226414819340132,-0.0111372838761574,0.00647661173940846,-0.00647661173940847,1,0.00647661173940846,-0.00226414819340132,-0.00647661173940847,0.00226414819340132
"SNAIL",-0.0603626894695872,-0.0603626894695872,-0.000125929193279027,1,-1,0.00647661173940846,1,0.0603626894695872,-1,-0.0603626894695872
"ZEB",-1,-1,-0.00366619818138197,0.0603626894695872,-0.0603626894695872,-0.00226414819340132,0.0603626894695872,1,-0.0603626894695872,-1
"miR200",0.0603626894695872,0.0603626894695872,0.000125929193279028,-1,1,-0.00647661173940847,-1,-0.0603626894695872,1,0.0603626894695872
"miR34",1,1,0.00366619818138197,-0.0603626894695872,0.0603626894695872,0.00226414819340132,-0.0603626894695872,-1,0.0603626894695872,1
