"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.00368032998806543,-0.00368032998806543,0.00368032998806545,0.00349623438270562,-0.00368032998806543,-1,0.00368032998806545,0.00368032998806545
"GRHL2",1,1,-0.00368032998806543,-0.00368032998806543,0.00368032998806545,0.00349623438270562,-0.00368032998806543,-1,0.00368032998806545,0.00368032998806545
"Iext",-0.00368032998806543,-0.00368032998806543,1,1,-1,-0.00788359325599314,1,0.00368032998806543,-1,-1
"KEAP1",-0.00368032998806543,-0.00368032998806543,1,1,-1,-0.00788359325599314,1,0.00368032998806543,-1,-1
"NRF2",0.00368032998806545,0.00368032998806545,-1,-1,1,0.0078835932559931,-1,-0.00368032998806545,1,1
"OVOL2",0.00349623438270562,0.00349623438270562,-0.00788359325599314,-0.00788359325599314,0.0078835932559931,1,-0.00788359325599314,-0.00349623438270562,0.0078835932559931,0.0078835932559931
"SNAIL",-0.00368032998806543,-0.00368032998806543,1,1,-1,-0.00788359325599314,1,0.00368032998806543,-1,-1
"ZEB",-1,-1,0.00368032998806543,0.00368032998806543,-0.00368032998806545,-0.00349623438270562,0.00368032998806543,1,-0.00368032998806545,-0.00368032998806545
"miR200",0.00368032998806545,0.00368032998806545,-1,-1,1,0.0078835932559931,-1,-0.00368032998806545,1,1
"miR34",0.00368032998806545,0.00368032998806545,-1,-1,1,0.0078835932559931,-1,-0.00368032998806545,1,1
