"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.136108736622488,-0.136108736622488,0.136108736622488,1,-0.136108736622488,-1,0.136108736622488,1
"GRHL2",1,1,-0.136108736622488,-0.136108736622488,0.136108736622488,1,-0.136108736622488,-1,0.136108736622488,1
"Iext",-0.136108736622488,-0.136108736622488,1,1,-1,-0.136108736622488,1,0.136108736622488,-1,-0.136108736622488
"KEAP1",-0.136108736622488,-0.136108736622488,1,1,-1,-0.136108736622488,1,0.136108736622488,-1,-0.136108736622488
"NRF2",0.136108736622488,0.136108736622488,-1,-1,1,0.136108736622488,-1,-0.136108736622488,1,0.136108736622488
"OVOL2",1,1,-0.136108736622488,-0.136108736622488,0.136108736622488,1,-0.136108736622488,-1,0.136108736622488,1
"SNAIL",-0.136108736622488,-0.136108736622488,1,1,-1,-0.136108736622488,1,0.136108736622488,-1,-0.136108736622488
"ZEB",-1,-1,0.136108736622488,0.136108736622488,-0.136108736622488,-1,0.136108736622488,1,-0.136108736622488,-1
"miR200",0.136108736622488,0.136108736622488,-1,-1,1,0.136108736622488,-1,-0.136108736622488,1,0.136108736622488
"miR34",1,1,-0.136108736622488,-0.136108736622488,0.136108736622488,1,-0.136108736622488,-1,0.136108736622488,1
