"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,0.936580460506379,8.75652741099599e-05,-0.0572877018797329,0.0956881320144153,0.0299427317929179,-0.0338941197074283,-0.9211449198044,0.0126340669845477,0.856479879528328
"GRHL2",0.936580460506379,1,-0.000334637778018482,-0.0572940365906271,0.0990357877543679,0.0303618759173172,-0.0309717351383306,-0.944508425870488,0.0092999347442254,0.866906842658787
"Iext",8.75652741099599e-05,-0.000334637778018482,1,-0.00536397760425786,0.00496922741612818,0.00136905393240669,0.00387249419371254,0.000344563287904503,-0.00299834551987947,-0.00119395733038974
"KEAP1",-0.0572877018797329,-0.0572940365906271,-0.00536397760425786,1,-0.67036446257268,0.118826483457097,0.00450159697092994,0.0998662252831386,-0.56815330232587,-0.0443913772227362
"NRF2",0.0956881320144153,0.0990357877543679,0.00496922741612818,-0.67036446257268,1,-0.0374734138096912,-0.0107688597014971,-0.131601715098309,0.310288440785704,0.0794730197441822
"OVOL2",0.0299427317929179,0.0303618759173172,0.00136905393240669,0.118826483457097,-0.0374734138096912,1,0.00197706176625062,-0.0674999919532222,-0.347881061695458,0.01827162465402
"SNAIL",-0.0338941197074283,-0.0309717351383306,0.00387249419371254,0.00450159697092994,-0.0107688597014971,0.00197706176625062,1,0.0689370213086902,-0.00491235806257739,-0.0614222537991334
"ZEB",-0.9211449198044,-0.944508425870488,0.000344563287904503,0.0998662252831386,-0.131601715098309,-0.0674999919532222,0.0689370213086902,1,-0.0476937327914066,-0.846037758332477
"miR200",0.0126340669845477,0.0092999347442254,-0.00299834551987947,-0.56815330232587,0.310288440785704,-0.347881061695458,-0.00491235806257739,-0.0476937327914066,1,0.0101533692315376
"miR34",0.856479879528328,0.866906842658787,-0.00119395733038974,-0.0443913772227362,0.0794730197441822,0.01827162465402,-0.0614222537991334,-0.846037758332477,0.0101533692315376,1
