"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.0509583799487644,-0.0509583799487644,0.0509583799487644,1,-0.0509583799487644,-1,0.0509583799487644,0.0509583799487644
"GRHL2",1,1,-0.0509583799487644,-0.0509583799487644,0.0509583799487644,1,-0.0509583799487644,-1,0.0509583799487644,0.0509583799487644
"Iext",-0.0509583799487644,-0.0509583799487644,1,1,-1,-0.0509583799487644,1,0.0509583799487644,-1,-1
"KEAP1",-0.0509583799487644,-0.0509583799487644,1,1,-1,-0.0509583799487644,1,0.0509583799487644,-1,-1
"NRF2",0.0509583799487644,0.0509583799487644,-1,-1,1,0.0509583799487644,-1,-0.0509583799487644,1,1
"OVOL2",1,1,-0.0509583799487644,-0.0509583799487644,0.0509583799487644,1,-0.0509583799487644,-1,0.0509583799487644,0.0509583799487644
"SNAIL",-0.0509583799487644,-0.0509583799487644,1,1,-1,-0.0509583799487644,1,0.0509583799487644,-1,-1
"ZEB",-1,-1,0.0509583799487644,0.0509583799487644,-0.0509583799487644,-1,0.0509583799487644,1,-0.0509583799487644,-0.0509583799487644
"miR200",0.0509583799487644,0.0509583799487644,-1,-1,1,0.0509583799487644,-1,-0.0509583799487644,1,1
"miR34",0.0509583799487644,0.0509583799487644,-1,-1,1,0.0509583799487644,-1,-0.0509583799487644,1,1
