"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.0324114391600824,-0.465993388339338,0.465993388339338,0.0120070946647559,-0.465993388339338,-1,0.465993388339338,1
"GRHL2",1,1,-0.0324114391600824,-0.465993388339338,0.465993388339338,0.0120070946647559,-0.465993388339338,-1,0.465993388339338,1
"Iext",-0.0324114391600824,-0.0324114391600824,1,0.566428413952,-0.566428413951999,-0.00160625425543184,0.566428413952,0.0324114391600824,-0.566428413951999,-0.0324114391600824
"KEAP1",-0.465993388339338,-0.465993388339338,0.566428413952,1,-1,-0.00782410292706166,1,0.465993388339338,-1,-0.465993388339338
"NRF2",0.465993388339338,0.465993388339338,-0.566428413951999,-1,1,0.00782410292706166,-1,-0.465993388339338,1,0.465993388339338
"OVOL2",0.0120070946647559,0.0120070946647559,-0.00160625425543184,-0.00782410292706166,0.00782410292706166,1,-0.00782410292706166,-0.0120070946647559,0.00782410292706166,0.0120070946647559
"SNAIL",-0.465993388339338,-0.465993388339338,0.566428413952,1,-1,-0.00782410292706166,1,0.465993388339338,-1,-0.465993388339338
"ZEB",-1,-1,0.0324114391600824,0.465993388339338,-0.465993388339338,-0.0120070946647559,0.465993388339338,1,-0.465993388339338,-1
"miR200",0.465993388339338,0.465993388339338,-0.566428413951999,-1,1,0.00782410292706166,-1,-0.465993388339338,1,0.465993388339338
"miR34",1,1,-0.0324114391600824,-0.465993388339338,0.465993388339338,0.0120070946647559,-0.465993388339338,-1,0.465993388339338,1
