"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.00992814704534918,-0.0639206210111646,0.0639206210111646,1,-0.0639206210111646,-1,0.0639206210111646,0.0639206210111646
"GRHL2",1,1,-0.00992814704534918,-0.0639206210111646,0.0639206210111646,1,-0.0639206210111646,-1,0.0639206210111646,0.0639206210111646
"Iext",-0.00992814704534918,-0.00992814704534918,1,0.410231300329639,-0.410231300329639,-0.00992814704534918,0.410231300329639,0.00992814704534918,-0.410231300329639,-0.410231300329639
"KEAP1",-0.0639206210111646,-0.0639206210111646,0.410231300329639,1,-1,-0.0639206210111646,1,0.0639206210111646,-1,-1
"NRF2",0.0639206210111646,0.0639206210111646,-0.410231300329639,-1,1,0.0639206210111646,-1,-0.0639206210111646,1,1
"OVOL2",1,1,-0.00992814704534918,-0.0639206210111646,0.0639206210111646,1,-0.0639206210111646,-1,0.0639206210111646,0.0639206210111646
"SNAIL",-0.0639206210111646,-0.0639206210111646,0.410231300329639,1,-1,-0.0639206210111646,1,0.0639206210111646,-1,-1
"ZEB",-1,-1,0.00992814704534918,0.0639206210111646,-0.0639206210111646,-1,0.0639206210111646,1,-0.0639206210111646,-0.0639206210111646
"miR200",0.0639206210111646,0.0639206210111646,-0.410231300329639,-1,1,0.0639206210111646,-1,-0.0639206210111646,1,1
"miR34",0.0639206210111646,0.0639206210111646,-0.410231300329639,-1,1,0.0639206210111646,-1,-0.0639206210111646,1,1
