"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.303993185319166,-1,1,0.0106878680020041,-1,-1,1,1
"GRHL2",1,1,-0.303993185319166,-1,1,0.0106878680020041,-1,-1,1,1
"Iext",-0.303993185319166,-0.303993185319166,1,0.303993185319166,-0.303993185319166,0.00149999643791516,0.303993185319166,0.303993185319166,-0.303993185319166,-0.303993185319166
"KEAP1",-1,-1,0.303993185319166,1,-1,-0.0106878680020041,1,1,-1,-1
"NRF2",1,1,-0.303993185319166,-1,1,0.0106878680020041,-1,-1,1,1
"OVOL2",0.0106878680020041,0.0106878680020041,0.00149999643791516,-0.0106878680020041,0.0106878680020041,1,-0.0106878680020041,-0.0106878680020041,0.0106878680020041,0.0106878680020041
"SNAIL",-1,-1,0.303993185319166,1,-1,-0.0106878680020041,1,1,-1,-1
"ZEB",-1,-1,0.303993185319166,1,-1,-0.0106878680020041,1,1,-1,-1
"miR200",1,1,-0.303993185319166,-1,1,0.0106878680020041,-1,-1,1,1
"miR34",1,1,-0.303993185319166,-1,1,0.0106878680020041,-1,-1,1,1
