"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.629571528238441,-1,0.359200361029871,0.00581869788094925,-1,-1,1,1
"GRHL2",1,1,-0.629571528238441,-1,0.359200361029871,0.00581869788094925,-1,-1,1,1
"Iext",-0.629571528238441,-0.629571528238441,1,0.629571528238441,0.0112220340981379,-0.0100154737155071,0.629571528238441,0.629571528238441,-0.629571528238441,-0.629571528238441
"KEAP1",-1,-1,0.629571528238441,1,-0.359200361029871,-0.00581869788094925,1,1,-1,-1
"NRF2",0.359200361029871,0.359200361029871,0.0112220340981379,-0.359200361029871,1,-0.00419163959659082,-0.359200361029871,-0.359200361029871,0.359200361029871,0.359200361029871
"OVOL2",0.00581869788094925,0.00581869788094925,-0.0100154737155071,-0.00581869788094925,-0.00419163959659082,1,-0.00581869788094925,-0.00581869788094925,0.00581869788094925,0.00581869788094925
"SNAIL",-1,-1,0.629571528238441,1,-0.359200361029871,-0.00581869788094925,1,1,-1,-1
"ZEB",-1,-1,0.629571528238441,1,-0.359200361029871,-0.00581869788094925,1,1,-1,-1
"miR200",1,1,-0.629571528238441,-1,0.359200361029871,0.00581869788094925,-1,-1,1,1
"miR34",1,1,-0.629571528238441,-1,0.359200361029871,0.00581869788094925,-1,-1,1,1
