"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.0569512314967928,-0.52334371936225,-1,1,-0.524798857014527,-1,0.524743505141364,1
"GRHL2",1,1,-0.0569512314967928,-0.52334371936225,-1,1,-0.524798857014527,-1,0.524743505141364,1
"Iext",-0.0569512314967928,-0.0569512314967928,1,0.533612026516832,0.0569512314967928,-0.0569512314967928,0.532158272100133,0.0569512314967928,-0.532215988109068,-0.0569512314967928
"KEAP1",-0.52334371936225,-0.52334371936225,0.533612026516832,1,0.52334371936225,-0.52334371936225,0.588845263846944,0.52334371936225,-0.792084812651238,-0.52334371936225
"NRF2",-1,-1,0.0569512314967928,0.52334371936225,1,-1,0.524798857014527,1,-0.524743505141364,-1
"OVOL2",1,1,-0.0569512314967928,-0.52334371936225,-1,1,-0.524798857014527,-1,0.524743505141364,1
"SNAIL",-0.524798857014527,-0.524798857014527,0.532158272100133,0.588845263846944,0.524798857014527,-0.524798857014527,1,0.524798857014527,-0.68870427595263,-0.524798857014527
"ZEB",-1,-1,0.0569512314967928,0.52334371936225,1,-1,0.524798857014527,1,-0.524743505141364,-1
"miR200",0.524743505141364,0.524743505141364,-0.532215988109068,-0.792084812651238,-0.524743505141364,0.524743505141364,-0.68870427595263,-0.524743505141364,1,0.524743505141364
"miR34",1,1,-0.0569512314967928,-0.52334371936225,-1,1,-0.524798857014527,-1,0.524743505141364,1
