"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.000207610760582234,-0.0550313057430678,0.0550313057430678,0.00137569595829871,-0.0550313057430678,-1,0.0550313057430678,0.0550313057430678
"GRHL2",1,1,-0.000207610760582234,-0.0550313057430678,0.0550313057430678,0.00137569595829871,-0.0550313057430678,-1,0.0550313057430678,0.0550313057430678
"Iext",-0.000207610760582234,-0.000207610760582234,1,-0.00900410509533245,0.00900410509533244,-0.0122239886644361,-0.00900410509533245,0.000207610760582234,0.00900410509533244,0.00900410509533244
"KEAP1",-0.0550313057430678,-0.0550313057430678,-0.00900410509533245,1,-1,0.00180557580329454,1,0.0550313057430678,-1,-1
"NRF2",0.0550313057430678,0.0550313057430678,0.00900410509533244,-1,1,-0.00180557580329454,-1,-0.0550313057430678,1,1
"OVOL2",0.00137569595829871,0.00137569595829871,-0.0122239886644361,0.00180557580329454,-0.00180557580329454,1,0.00180557580329454,-0.00137569595829871,-0.00180557580329454,-0.00180557580329454
"SNAIL",-0.0550313057430678,-0.0550313057430678,-0.00900410509533245,1,-1,0.00180557580329454,1,0.0550313057430678,-1,-1
"ZEB",-1,-1,0.000207610760582234,0.0550313057430678,-0.0550313057430678,-0.00137569595829871,0.0550313057430678,1,-0.0550313057430678,-0.0550313057430678
"miR200",0.0550313057430678,0.0550313057430678,0.00900410509533244,-1,1,-0.00180557580329454,-1,-0.0550313057430678,1,1
"miR34",0.0550313057430678,0.0550313057430678,0.00900410509533244,-1,1,-0.00180557580329454,-1,-0.0550313057430678,1,1
