"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.052234186373918,-0.524128183252912,-1,0.00457983631394681,-0.052234186373918,-1,0.522343444340533,1
"GRHL2",1,1,-0.052234186373918,-0.524128183252912,-1,0.00457983631394681,-0.052234186373918,-1,0.522343444340533,1
"Iext",-0.052234186373918,-0.052234186373918,1,0.528116869340088,0.0522341863739179,-0.00460864965294858,1,0.0522341863739179,-0.529922399048938,-0.052234186373918
"KEAP1",-0.524128183252912,-0.524128183252912,0.528116869340088,1,0.524128183252912,0.0550144792152354,0.528116869340088,0.524128183252912,-0.791274936172525,-0.524128183252912
"NRF2",-1,-1,0.0522341863739179,0.524128183252912,1,-0.00457983631394676,0.0522341863739179,1,-0.522343444340533,-1
"OVOL2",0.00457983631394681,0.00457983631394681,-0.00460864965294858,0.0550144792152354,-0.00457983631394676,1,-0.00460864965294858,-0.00457983631394676,-0.159660839440323,0.00457983631394681
"SNAIL",-0.052234186373918,-0.052234186373918,1,0.528116869340088,0.0522341863739179,-0.00460864965294858,1,0.0522341863739179,-0.529922399048938,-0.052234186373918
"ZEB",-1,-1,0.0522341863739179,0.524128183252912,1,-0.00457983631394676,0.0522341863739179,1,-0.522343444340533,-1
"miR200",0.522343444340533,0.522343444340533,-0.529922399048938,-0.791274936172525,-0.522343444340533,-0.159660839440323,-0.529922399048938,-0.522343444340533,1,0.522343444340533
"miR34",1,1,-0.052234186373918,-0.524128183252912,-1,0.00457983631394681,-0.052234186373918,-1,0.522343444340533,1
