"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.00749045506158284,-0.00749045506158284,0.00749045506158284,1,-0.00749045506158284,-1,0.00749045506158284,1
"GRHL2",1,1,-0.00749045506158284,-0.00749045506158284,0.00749045506158284,1,-0.00749045506158284,-1,0.00749045506158284,1
"Iext",-0.00749045506158284,-0.00749045506158284,1,1,-1,-0.00749045506158284,1,0.00749045506158284,-1,-0.00749045506158284
"KEAP1",-0.00749045506158284,-0.00749045506158284,1,1,-1,-0.00749045506158284,1,0.00749045506158284,-1,-0.00749045506158284
"NRF2",0.00749045506158284,0.00749045506158284,-1,-1,1,0.00749045506158284,-1,-0.00749045506158284,1,0.00749045506158284
"OVOL2",1,1,-0.00749045506158284,-0.00749045506158284,0.00749045506158284,1,-0.00749045506158284,-1,0.00749045506158284,1
"SNAIL",-0.00749045506158284,-0.00749045506158284,1,1,-1,-0.00749045506158284,1,0.00749045506158284,-1,-0.00749045506158284
"ZEB",-1,-1,0.00749045506158284,0.00749045506158284,-0.00749045506158284,-1,0.00749045506158284,1,-0.00749045506158284,-1
"miR200",0.00749045506158284,0.00749045506158284,-1,-1,1,0.00749045506158284,-1,-0.00749045506158284,1,0.00749045506158284
"miR34",1,1,-0.00749045506158284,-0.00749045506158284,0.00749045506158284,1,-0.00749045506158284,-1,0.00749045506158284,1
