"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-1,0.0128300914785989,-1,-0.00321112061921583,-1,-1,-0.00564110703785514,1
"GRHL2",1,1,-1,0.0128300914785989,-1,-0.00321112061921583,-1,-1,-0.00564110703785514,1
"Iext",-1,-1,1,-0.0128300914785989,1,0.00321112061921587,1,1,0.00564110703785514,-1
"KEAP1",0.0128300914785989,0.0128300914785989,-0.0128300914785989,1,-0.0128300914785989,0.116848611282191,-0.0128300914785989,-0.0128300914785989,-0.552218418177422,0.0128300914785989
"NRF2",-1,-1,1,-0.0128300914785989,1,0.00321112061921587,1,1,0.00564110703785514,-1
"OVOL2",-0.00321112061921583,-0.00321112061921583,0.00321112061921587,0.116848611282191,0.00321112061921587,1,0.00321112061921587,0.00321112061921587,-0.337339332621663,-0.00321112061921583
"SNAIL",-1,-1,1,-0.0128300914785989,1,0.00321112061921587,1,1,0.00564110703785514,-1
"ZEB",-1,-1,1,-0.0128300914785989,1,0.00321112061921587,1,1,0.00564110703785514,-1
"miR200",-0.00564110703785514,-0.00564110703785514,0.00564110703785514,-0.552218418177422,0.00564110703785514,-0.337339332621663,0.00564110703785514,0.00564110703785514,1,-0.00564110703785514
"miR34",1,1,-1,0.0128300914785989,-1,-0.00321112061921583,-1,-1,-0.00564110703785514,1
