"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-1,-0.00538196857254305,-1,0.0025094361673773,-1,-1,0.00365597812159898,1
"GRHL2",1,1,-1,-0.00538196857254305,-1,0.0025094361673773,-1,-1,0.00365597812159898,1
"Iext",-1,-1,1,0.00538196857254306,1,-0.00250943616737726,1,1,-0.00365597812159898,-1
"KEAP1",-0.00538196857254305,-0.00538196857254305,0.00538196857254306,1,0.00538196857254306,0.106275984299821,0.00538196857254306,0.00538196857254306,-0.551152253740403,-0.00538196857254305
"NRF2",-1,-1,1,0.00538196857254306,1,-0.00250943616737726,1,1,-0.00365597812159898,-1
"OVOL2",0.0025094361673773,0.0025094361673773,-0.00250943616737726,0.106275984299821,-0.00250943616737726,1,-0.00250943616737726,-0.00250943616737726,-0.33134854845897,0.0025094361673773
"SNAIL",-1,-1,1,0.00538196857254306,1,-0.00250943616737726,1,1,-0.00365597812159898,-1
"ZEB",-1,-1,1,0.00538196857254306,1,-0.00250943616737726,1,1,-0.00365597812159898,-1
"miR200",0.00365597812159898,0.00365597812159898,-0.00365597812159898,-0.551152253740403,-0.00365597812159898,-0.33134854845897,-0.00365597812159898,-0.00365597812159898,1,0.00365597812159898
"miR34",1,1,-1,-0.00538196857254305,-1,0.0025094361673773,-1,-1,0.00365597812159898,1
