"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.064933596552485,-0.064933596552485,0.064933596552485,1,-0.064933596552485,-1,0.064933596552485,0.064933596552485
"GRHL2",1,1,-0.064933596552485,-0.064933596552485,0.064933596552485,1,-0.064933596552485,-1,0.064933596552485,0.064933596552485
"Iext",-0.064933596552485,-0.064933596552485,1,1,-1,-0.064933596552485,1,0.064933596552485,-1,-1
"KEAP1",-0.064933596552485,-0.064933596552485,1,1,-1,-0.064933596552485,1,0.064933596552485,-1,-1
"NRF2",0.064933596552485,0.064933596552485,-1,-1,1,0.064933596552485,-1,-0.064933596552485,1,1
"OVOL2",1,1,-0.064933596552485,-0.064933596552485,0.064933596552485,1,-0.064933596552485,-1,0.064933596552485,0.064933596552485
"SNAIL",-0.064933596552485,-0.064933596552485,1,1,-1,-0.064933596552485,1,0.064933596552485,-1,-1
"ZEB",-1,-1,0.064933596552485,0.064933596552485,-0.064933596552485,-1,0.064933596552485,1,-0.064933596552485,-0.064933596552485
"miR200",0.064933596552485,0.064933596552485,-1,-1,1,0.064933596552485,-1,-0.064933596552485,1,1
"miR34",0.064933596552485,0.064933596552485,-1,-1,1,0.064933596552485,-1,-0.064933596552485,1,1
