"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.00430467406877223,-0.493919434090304,-1,-0.00395121464603159,0.00569291678287852,-1,0.497540846395013,1
"GRHL2",1,1,-0.00430467406877223,-0.493919434090304,-1,-0.00395121464603159,0.00569291678287852,-1,0.497540846395013,1
"Iext",-0.00430467406877223,-0.00430467406877223,1,0.00409850834326887,0.00430467406877223,0.00792479230824426,-0.00290260137521642,0.00430467406877223,-0.00611077695255948,-0.00430467406877223
"KEAP1",-0.493919434090304,-0.493919434090304,0.00409850834326887,1,0.493919434090304,0.0639411990474556,0.0566681344974212,0.493919434090304,-0.658100860316355,-0.493919434090304
"NRF2",-1,-1,0.00430467406877223,0.493919434090304,1,0.00395121464603159,-0.00569291678287852,1,-0.497540846395013,-1
"OVOL2",-0.00395121464603159,-0.00395121464603159,0.00792479230824426,0.0639411990474556,0.00395121464603159,1,-0.0133626716310299,0.00395121464603159,-0.17048498815469,-0.00395121464603159
"SNAIL",0.00569291678287852,0.00569291678287852,-0.00290260137521642,0.0566681344974212,-0.00569291678287852,-0.0133626716310299,1,-0.00569291678287852,-0.164055189881839,0.00569291678287852
"ZEB",-1,-1,0.00430467406877223,0.493919434090304,1,0.00395121464603159,-0.00569291678287852,1,-0.497540846395013,-1
"miR200",0.497540846395013,0.497540846395013,-0.00611077695255948,-0.658100860316355,-0.497540846395013,-0.17048498815469,-0.164055189881839,-0.497540846395013,1,0.497540846395013
"miR34",1,1,-0.00430467406877223,-0.493919434090304,-1,-0.00395121464603159,0.00569291678287852,-1,0.497540846395013,1
