"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.0826890862850225,1,-1,1,0.201362423863816,-1,-1,-0.201362423863816
"GRHL2",1,1,-0.0826890862850225,1,-1,1,0.201362423863816,-1,-1,-0.201362423863816
"Iext",-0.0826890862850225,-0.0826890862850225,1,-0.0826890862850225,0.0826890862850225,-0.0826890862850225,0.715960851619675,0.0826890862850225,0.0826890862850225,-0.715960851619674
"KEAP1",1,1,-0.0826890862850225,1,-1,1,0.201362423863816,-1,-1,-0.201362423863816
"NRF2",-1,-1,0.0826890862850225,-1,1,-1,-0.201362423863816,1,1,0.201362423863816
"OVOL2",1,1,-0.0826890862850225,1,-1,1,0.201362423863816,-1,-1,-0.201362423863816
"SNAIL",0.201362423863816,0.201362423863816,0.715960851619675,0.201362423863816,-0.201362423863816,0.201362423863816,1,-0.201362423863816,-0.201362423863816,-1
"ZEB",-1,-1,0.0826890862850225,-1,1,-1,-0.201362423863816,1,1,0.201362423863816
"miR200",-1,-1,0.0826890862850225,-1,1,-1,-0.201362423863816,1,1,0.201362423863816
"miR34",-0.201362423863816,-0.201362423863816,-0.715960851619674,-0.201362423863816,0.201362423863816,-0.201362423863816,-1,0.201362423863816,0.201362423863816,1
