"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.0257018389523593,-0.513358551455852,-1,1,-0.512754759556169,-1,0.509975355817773,1
"GRHL2",1,1,-0.0257018389523593,-0.513358551455852,-1,1,-0.512754759556169,-1,0.509975355817773,1
"Iext",-0.0257018389523593,-0.0257018389523593,1,0.512359690672808,0.0257018389523594,-0.0257018389523593,0.512955104975046,0.0257018389523594,-0.515784600516974,-0.0257018389523593
"KEAP1",-0.513358551455852,-0.513358551455852,0.512359690672808,1,0.513358551455852,-0.513358551455852,0.572786890943768,0.513358551455852,-0.783300039083621,-0.513358551455852
"NRF2",-1,-1,0.0257018389523594,0.513358551455852,1,-1,0.512754759556169,1,-0.509975355817773,-1
"OVOL2",1,1,-0.0257018389523593,-0.513358551455852,-1,1,-0.512754759556169,-1,0.509975355817773,1
"SNAIL",-0.512754759556169,-0.512754759556169,0.512955104975046,0.572786890943768,0.512754759556169,-0.512754759556169,1,0.512754759556169,-0.673451059048,-0.512754759556169
"ZEB",-1,-1,0.0257018389523594,0.513358551455852,1,-1,0.512754759556169,1,-0.509975355817773,-1
"miR200",0.509975355817773,0.509975355817773,-0.515784600516974,-0.783300039083621,-0.509975355817773,0.509975355817773,-0.673451059048,-0.509975355817773,1,0.509975355817773
"miR34",1,1,-0.0257018389523593,-0.513358551455852,-1,1,-0.512754759556169,-1,0.509975355817773,1
