"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.0396841555536596,0.00408642221341186,-1,1,0.00466073691369585,-1,-0.000275292194782896,1
"GRHL2",1,1,-0.0396841555536596,0.00408642221341186,-1,1,0.00466073691369585,-1,-0.000275292194782896,1
"Iext",-0.0396841555536596,-0.0396841555536596,1,-0.00365656931279079,0.0396841555536596,-0.0396841555536596,0.00702612450382466,0.0396841555536596,0.00383872989458854,-0.0396841555536596
"KEAP1",0.00408642221341186,0.00408642221341186,-0.00365656931279079,1,-0.00408642221341186,0.00408642221341186,0.11319627662919,-0.00408642221341186,-0.548094905291097,0.00408642221341186
"NRF2",-1,-1,0.0396841555536596,-0.00408642221341186,1,-1,-0.00466073691369585,1,0.000275292194782896,-1
"OVOL2",1,1,-0.0396841555536596,0.00408642221341186,-1,1,0.00466073691369585,-1,-0.000275292194782896,1
"SNAIL",0.00466073691369585,0.00466073691369585,0.00702612450382466,0.11319627662919,-0.00466073691369585,0.00466073691369585,1,-0.00466073691369585,-0.330835478634179,0.00466073691369585
"ZEB",-1,-1,0.0396841555536596,-0.00408642221341186,1,-1,-0.00466073691369585,1,0.000275292194782896,-1
"miR200",-0.000275292194782896,-0.000275292194782896,0.00383872989458854,-0.548094905291097,0.000275292194782896,-0.000275292194782896,-0.330835478634179,0.000275292194782896,1,-0.000275292194782896
"miR34",1,1,-0.0396841555536596,0.00408642221341186,-1,1,0.00466073691369585,-1,-0.000275292194782896,1
