"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.0363017520821732,-0.0363017520821732,0.0363017520821732,1,-0.0363017520821732,-1,0.0363017520821732,0.0363017520821732
"GRHL2",1,1,-0.0363017520821732,-0.0363017520821732,0.0363017520821732,1,-0.0363017520821732,-1,0.0363017520821732,0.0363017520821732
"Iext",-0.0363017520821732,-0.0363017520821732,1,1,-1,-0.0363017520821732,1,0.0363017520821732,-1,-1
"KEAP1",-0.0363017520821732,-0.0363017520821732,1,1,-1,-0.0363017520821732,1,0.0363017520821732,-1,-1
"NRF2",0.0363017520821732,0.0363017520821732,-1,-1,1,0.0363017520821732,-1,-0.0363017520821732,1,1
"OVOL2",1,1,-0.0363017520821732,-0.0363017520821732,0.0363017520821732,1,-0.0363017520821732,-1,0.0363017520821732,0.0363017520821732
"SNAIL",-0.0363017520821732,-0.0363017520821732,1,1,-1,-0.0363017520821732,1,0.0363017520821732,-1,-1
"ZEB",-1,-1,0.0363017520821732,0.0363017520821732,-0.0363017520821732,-1,0.0363017520821732,1,-0.0363017520821732,-0.0363017520821732
"miR200",0.0363017520821732,0.0363017520821732,-1,-1,1,0.0363017520821732,-1,-0.0363017520821732,1,1
"miR34",0.0363017520821732,0.0363017520821732,-1,-1,1,0.0363017520821732,-1,-0.0363017520821732,1,1
