"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.157247583084895,-0.157247583084895,0.157247583084895,1,-0.157247583084895,-1,0.157247583084895,1
"GRHL2",1,1,-0.157247583084895,-0.157247583084895,0.157247583084895,1,-0.157247583084895,-1,0.157247583084895,1
"Iext",-0.157247583084895,-0.157247583084895,1,1,-1,-0.157247583084895,1,0.157247583084895,-1,-0.157247583084895
"KEAP1",-0.157247583084895,-0.157247583084895,1,1,-1,-0.157247583084895,1,0.157247583084895,-1,-0.157247583084895
"NRF2",0.157247583084895,0.157247583084895,-1,-1,1,0.157247583084895,-1,-0.157247583084895,1,0.157247583084895
"OVOL2",1,1,-0.157247583084895,-0.157247583084895,0.157247583084895,1,-0.157247583084895,-1,0.157247583084895,1
"SNAIL",-0.157247583084895,-0.157247583084895,1,1,-1,-0.157247583084895,1,0.157247583084895,-1,-0.157247583084895
"ZEB",-1,-1,0.157247583084895,0.157247583084895,-0.157247583084895,-1,0.157247583084895,1,-0.157247583084895,-1
"miR200",0.157247583084895,0.157247583084895,-1,-1,1,0.157247583084895,-1,-0.157247583084895,1,0.157247583084895
"miR34",1,1,-0.157247583084895,-0.157247583084895,0.157247583084895,1,-0.157247583084895,-1,0.157247583084895,1
