"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.0198585989667044,-0.50300992145639,-1,0.00479766743302761,-0.00678849654459078,-1,0.500399495984253,1
"GRHL2",1,1,-0.0198585989667044,-0.50300992145639,-1,0.00479766743302761,-0.00678849654459078,-1,0.500399495984253,1
"Iext",-0.0198585989667044,-0.0198585989667044,1,0.0131102744496525,0.0198585989667044,-0.00586618444632857,0.00312205794858582,0.0198585989667044,-0.01048113538395,-0.0198585989667044
"KEAP1",-0.50300992145639,-0.50300992145639,0.0131102744496525,1,0.50300992145639,0.0457495749293622,0.0523933130654754,0.50300992145639,-0.660703000391831,-0.50300992145639
"NRF2",-1,-1,0.0198585989667044,0.50300992145639,1,-0.00479766743302761,0.00678849654459079,1,-0.500399495984253,-1
"OVOL2",0.00479766743302761,0.00479766743302761,-0.00586618444632857,0.0457495749293622,-0.00479766743302761,1,-0.013150664095056,-0.00479766743302761,-0.161368849175282,0.00479766743302761
"SNAIL",-0.00678849654459078,-0.00678849654459078,0.00312205794858582,0.0523933130654754,0.00678849654459079,-0.013150664095056,1,0.00678849654459079,-0.166064735899316,-0.00678849654459078
"ZEB",-1,-1,0.0198585989667044,0.50300992145639,1,-0.00479766743302761,0.00678849654459079,1,-0.500399495984253,-1
"miR200",0.500399495984253,0.500399495984253,-0.01048113538395,-0.660703000391831,-0.500399495984253,-0.161368849175282,-0.166064735899316,-0.500399495984253,1,0.500399495984253
"miR34",1,1,-0.0198585989667044,-0.50300992145639,-1,0.00479766743302761,-0.00678849654459078,-1,0.500399495984253,1
