"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,0.0031624981853498,-0.206054275944561,0.206054275944561,1,-0.206054275944561,-1,0.206054275944561,0.206054275944561
"GRHL2",1,1,0.0031624981853498,-0.206054275944561,0.206054275944561,1,-0.206054275944561,-1,0.206054275944561,0.206054275944561
"Iext",0.0031624981853498,0.0031624981853498,1,-0.00224673722298665,0.00224673722298664,0.0031624981853498,-0.00224673722298665,-0.0031624981853498,0.00224673722298664,0.00224673722298664
"KEAP1",-0.206054275944561,-0.206054275944561,-0.00224673722298665,1,-1,-0.206054275944561,1,0.206054275944561,-1,-1
"NRF2",0.206054275944561,0.206054275944561,0.00224673722298664,-1,1,0.206054275944561,-1,-0.206054275944561,1,1
"OVOL2",1,1,0.0031624981853498,-0.206054275944561,0.206054275944561,1,-0.206054275944561,-1,0.206054275944561,0.206054275944561
"SNAIL",-0.206054275944561,-0.206054275944561,-0.00224673722298665,1,-1,-0.206054275944561,1,0.206054275944561,-1,-1
"ZEB",-1,-1,-0.0031624981853498,0.206054275944561,-0.206054275944561,-1,0.206054275944561,1,-0.206054275944561,-0.206054275944561
"miR200",0.206054275944561,0.206054275944561,0.00224673722298664,-1,1,0.206054275944561,-1,-0.206054275944561,1,1
"miR34",0.206054275944561,0.206054275944561,0.00224673722298664,-1,1,0.206054275944561,-1,-0.206054275944561,1,1
