"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.00741806244133747,-0.503612285490704,0.506215474504785,1,-0.507431957662659,-1,0.501810027949193,1
"GRHL2",1,1,-0.00741806244133747,-0.503612285490704,0.506215474504785,1,-0.507431957662659,-1,0.501810027949193,1
"Iext",-0.00741806244133747,-0.00741806244133747,1,0.503768438287274,-0.501164151030908,-0.00741806244133747,0.500013271063629,0.00741806244133747,-0.505569796646379,-0.00741806244133747
"KEAP1",-0.503612285490704,-0.503612285490704,0.503768438287274,1,-0.826772502207959,-0.503612285490704,0.56449153032007,0.503612285490704,-0.785518318767491,-0.503612285490704
"NRF2",0.506215474504785,0.506215474504785,-0.501164151030908,-0.826772502207959,1,0.506215474504785,-0.530650018895104,-0.506215474504785,0.654345004664865,0.506215474504785
"OVOL2",1,1,-0.00741806244133747,-0.503612285490704,0.506215474504785,1,-0.507431957662659,-1,0.501810027949193,1
"SNAIL",-0.507431957662659,-0.507431957662659,0.500013271063629,0.56449153032007,-0.530650018895104,-0.507431957662659,1,0.507431957662659,-0.669621426253879,-0.507431957662659
"ZEB",-1,-1,0.00741806244133747,0.503612285490704,-0.506215474504785,-1,0.507431957662659,1,-0.501810027949193,-1
"miR200",0.501810027949193,0.501810027949193,-0.505569796646379,-0.785518318767491,0.654345004664865,0.501810027949193,-0.669621426253879,-0.501810027949193,1,0.501810027949193
"miR34",1,1,-0.00741806244133747,-0.503612285490704,0.506215474504785,1,-0.507431957662659,-1,0.501810027949193,1
