"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.0713646731322481,0.456836440867078,-1,1,0.467012572032133,-1,-0.457207143824415,-0.458266416994293
"GRHL2",1,1,-0.0713646731322481,0.456836440867078,-1,1,0.467012572032133,-1,-0.457207143824415,-0.458266416994293
"Iext",-0.0713646731322481,-0.0713646731322481,1,0.471770134295357,0.0713646731322481,-0.0713646731322481,0.461647344648436,0.0713646731322481,-0.471427399179769,-0.470346038254503
"KEAP1",0.456836440867078,0.456836440867078,0.471770134295357,1,-0.456836440867078,0.456836440867078,0.528113894153938,-0.456836440867078,-0.75855043215349,-0.58810403202032
"NRF2",-1,-1,0.0713646731322481,-0.456836440867078,1,-1,-0.467012572032133,1,0.457207143824415,0.458266416994293
"OVOL2",1,1,-0.0713646731322481,0.456836440867078,-1,1,0.467012572032133,-1,-0.457207143824415,-0.458266416994293
"SNAIL",0.467012572032133,0.467012572032133,0.461647344648436,0.528113894153938,-0.467012572032133,0.467012572032133,1,-0.467012572032133,-0.648216736895362,-0.639676183851566
"ZEB",-1,-1,0.0713646731322481,-0.456836440867078,1,-1,-0.467012572032133,1,0.457207143824415,0.458266416994293
"miR200",-0.457207143824415,-0.457207143824415,-0.471427399179769,-0.75855043215349,0.457207143824415,-0.457207143824415,-0.648216736895362,0.457207143824415,1,0.645043597766759
"miR34",-0.458266416994293,-0.458266416994293,-0.470346038254503,-0.58810403202032,0.458266416994293,-0.458266416994293,-0.639676183851566,0.458266416994293,0.645043597766759,1
