"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.0208803494270771,0.491257998862021,-1,-0.00735418093788343,0.489457603285613,-1,-0.490492254687845,-0.48666277013769
"GRHL2",1,1,-0.0208803494270771,0.491257998862021,-1,-0.00735418093788343,0.489457603285613,-1,-0.490492254687845,-0.48666277013769
"Iext",-0.0208803494270771,-0.0208803494270771,1,0.487863177857436,0.0208803494270771,-0.00639908154314733,0.489668078929097,0.0208803494270771,-0.488670724021108,-0.492476745011575
"KEAP1",0.491257998862021,0.491257998862021,0.487863177857436,1,-0.491257998862021,-0.00959119099549241,0.54059551265075,-0.491257998862021,-0.767401993444255,-0.601158873358424
"NRF2",-1,-1,0.0208803494270771,-0.491257998862021,1,0.00735418093788343,-0.489457603285613,1,0.490492254687845,0.48666277013769
"OVOL2",-0.00735418093788343,-0.00735418093788343,-0.00639908154314733,-0.00959119099549241,0.00735418093788343,1,-0.006587345732892,0.00735418093788343,0.0104232533206342,0.0118119416449187
"SNAIL",0.489457603285613,0.489457603285613,0.489668078929097,0.54059551265075,-0.489457603285613,-0.006587345732892,1,-0.489457603285613,-0.660120191397806,-0.654698791868369
"ZEB",-1,-1,0.0208803494270771,-0.491257998862021,1,0.00735418093788343,-0.489457603285613,1,0.490492254687845,0.48666277013769
"miR200",-0.490492254687845,-0.490492254687845,-0.488670724021108,-0.767401993444255,0.490492254687845,0.0104232533206342,-0.660120191397806,0.490492254687845,1,0.658513156774862
"miR34",-0.48666277013769,-0.48666277013769,-0.492476745011575,-0.601158873358424,0.48666277013769,0.0118119416449187,-0.654698791868369,0.48666277013769,0.658513156774862,1
