"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.00417496502821653,-0.750148257535554,-1,0.0116225611154136,-0.496909181785354,-1,0.750150906188084,1
"GRHL2",1,1,-0.00417496502821653,-0.750148257535554,-1,0.0116225611154136,-0.496909181785354,-1,0.750150906188084,1
"Iext",-0.00417496502821653,-0.00417496502821653,1,0.254041607164969,0.00417496502821653,-0.00163704166647743,0.507242048729098,0.00417496502821653,-0.254003773968253,-0.00417496502821653
"KEAP1",-0.750148257535554,-0.750148257535554,0.254041607164969,1,0.750148257535554,0.020811647686672,0.524144864498011,0.750148257535554,-0.832637656799893,-0.750148257535554
"NRF2",-1,-1,0.00417496502821653,0.750148257535554,1,-0.0116225611154136,0.496909181785354,1,-0.750150906188084,-1
"OVOL2",0.0116225611154136,0.0116225611154136,-0.00163704166647743,0.020811647686672,-0.0116225611154136,1,-0.00505897976912482,-0.0116225611154136,-0.0696465811781909,0.0116225611154136
"SNAIL",-0.496909181785354,-0.496909181785354,0.507242048729098,0.524144864498011,0.496909181785354,-0.00505897976912482,1,0.496909181785354,-0.575749286829113,-0.496909181785354
"ZEB",-1,-1,0.00417496502821653,0.750148257535554,1,-0.0116225611154136,0.496909181785354,1,-0.750150906188084,-1
"miR200",0.750150906188084,0.750150906188084,-0.254003773968253,-0.832637656799893,-0.750150906188084,-0.0696465811781909,-0.575749286829113,-0.750150906188084,1,0.750150906188084
"miR34",1,1,-0.00417496502821653,-0.750148257535554,-1,0.0116225611154136,-0.496909181785354,-1,0.750150906188084,1
