"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.00221915972555022,-1,1,1,-0.3048665551062,-1,1,0.3048665551062
"GRHL2",1,1,-0.00221915972555022,-1,1,1,-0.3048665551062,-1,1,0.3048665551062
"Iext",-0.00221915972555022,-0.00221915972555022,1,0.00221915972555023,-0.00221915972555022,-0.00221915972555022,0.697358592325121,0.00221915972555023,-0.00221915972555022,-0.697358592325121
"KEAP1",-1,-1,0.00221915972555023,1,-1,-1,0.3048665551062,1,-1,-0.3048665551062
"NRF2",1,1,-0.00221915972555022,-1,1,1,-0.3048665551062,-1,1,0.3048665551062
"OVOL2",1,1,-0.00221915972555022,-1,1,1,-0.3048665551062,-1,1,0.3048665551062
"SNAIL",-0.3048665551062,-0.3048665551062,0.697358592325121,0.3048665551062,-0.3048665551062,-0.3048665551062,1,0.3048665551062,-0.3048665551062,-1
"ZEB",-1,-1,0.00221915972555023,1,-1,-1,0.3048665551062,1,-1,-0.3048665551062
"miR200",1,1,-0.00221915972555022,-1,1,1,-0.3048665551062,-1,1,0.3048665551062
"miR34",0.3048665551062,0.3048665551062,-0.697358592325121,-0.3048665551062,0.3048665551062,0.3048665551062,-1,-0.3048665551062,0.3048665551062,1
