"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.00230588916333998,-0.00152448050247305,-0.00149332181130343,0.00533559065954915,-0.00994532074356967,-1,0.00453270120245424,1
"GRHL2",1,1,-0.00230588916333998,-0.00152448050247305,-0.00149332181130343,0.00533559065954915,-0.00994532074356967,-1,0.00453270120245424,1
"Iext",-0.00230588916333998,-0.00230588916333998,1,-0.00465239575160679,0.00124946766373612,-0.00597042878893426,-0.00834519200669052,0.00230588916333998,0.0040737321239032,-0.00230588916333998
"KEAP1",-0.00152448050247305,-0.00152448050247305,-0.00465239575160679,1,-0.644864647618205,-0.00176374842281419,0.102213070424496,0.00152448050247305,-0.558061553442225,-0.00152448050247305
"NRF2",-0.00149332181130343,-0.00149332181130343,0.00124946766373612,-0.644864647618205,1,0.000786995894847329,-0.0296580729261009,0.00149332181130343,0.291380445660293,-0.00149332181130343
"OVOL2",0.00533559065954915,0.00533559065954915,-0.00597042878893426,-0.00176374842281419,0.000786995894847329,1,0.00129399199373922,-0.00533559065954915,0.00281914337721763,0.00533559065954915
"SNAIL",-0.00994532074356967,-0.00994532074356967,-0.00834519200669052,0.102213070424496,-0.0296580729261009,0.00129399199373922,1,0.00994532074356967,-0.33711519581704,-0.00994532074356967
"ZEB",-1,-1,0.00230588916333998,0.00152448050247305,0.00149332181130343,-0.00533559065954915,0.00994532074356967,1,-0.00453270120245424,-1
"miR200",0.00453270120245424,0.00453270120245424,0.0040737321239032,-0.558061553442225,0.291380445660293,0.00281914337721763,-0.33711519581704,-0.00453270120245424,1,0.00453270120245424
"miR34",1,1,-0.00230588916333998,-0.00152448050247305,-0.00149332181130343,0.00533559065954915,-0.00994532074356967,-1,0.00453270120245424,1
