"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.111501236341058,1,-1,1,-0.111501236341058,-1,-1,0.111501236341058
"GRHL2",1,1,-0.111501236341058,1,-1,1,-0.111501236341058,-1,-1,0.111501236341058
"Iext",-0.111501236341058,-0.111501236341058,1,-0.111501236341058,0.111501236341058,-0.111501236341058,1,0.111501236341058,0.111501236341058,-1
"KEAP1",1,1,-0.111501236341058,1,-1,1,-0.111501236341058,-1,-1,0.111501236341058
"NRF2",-1,-1,0.111501236341058,-1,1,-1,0.111501236341058,1,1,-0.111501236341058
"OVOL2",1,1,-0.111501236341058,1,-1,1,-0.111501236341058,-1,-1,0.111501236341058
"SNAIL",-0.111501236341058,-0.111501236341058,1,-0.111501236341058,0.111501236341058,-0.111501236341058,1,0.111501236341058,0.111501236341058,-1
"ZEB",-1,-1,0.111501236341058,-1,1,-1,0.111501236341058,1,1,-0.111501236341058
"miR200",-1,-1,0.111501236341058,-1,1,-1,0.111501236341058,1,1,-0.111501236341058
"miR34",0.111501236341058,0.111501236341058,-1,0.111501236341058,-0.111501236341058,0.111501236341058,-1,-0.111501236341058,-0.111501236341058,1
