"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.00939927856742502,0.346732557826035,-0.699617831969575,1,0.341519751208371,-1,-0.346101520170836,-0.341693168914184
"GRHL2",1,1,-0.00939927856742502,0.346732557826035,-0.699617831969575,1,0.341519751208371,-1,-0.346101520170836,-0.341693168914184
"Iext",-0.00939927856742502,-0.00939927856742502,1,0.643934956347615,-0.291070645882385,-0.00939927856742502,0.649136318492565,0.00939927856742504,-0.644508540050317,-0.648912937177908
"KEAP1",0.346732557826035,0.346732557826035,0.643934956347615,1,-0.647138940763299,0.346732557826035,0.687988879381869,-0.346732557826035,-0.841597735223551,-0.723840454771496
"NRF2",-0.699617831969575,-0.699617831969575,-0.291070645882385,-0.647138940763299,1,-0.699617831969575,-0.641932487680528,0.699617831969575,0.646546033978603,0.642141453476148
"OVOL2",1,1,-0.00939927856742502,0.346732557826035,-0.699617831969575,1,0.341519751208371,-1,-0.346101520170836,-0.341693168914184
"SNAIL",0.341519751208371,0.341519751208371,0.649136318492565,0.687988879381869,-0.641932487680528,0.341519751208371,1,-0.341519751208371,-0.767493990243329,-0.767494783295001
"ZEB",-1,-1,0.00939927856742504,-0.346732557826035,0.699617831969575,-1,-0.341519751208371,1,0.346101520170836,0.341693168914185
"miR200",-0.346101520170836,-0.346101520170836,-0.644508540050317,-0.841597735223551,0.646546033978603,-0.346101520170836,-0.767493990243329,0.346101520170836,1,0.767279897140809
"miR34",-0.341693168914184,-0.341693168914184,-0.648912937177908,-0.723840454771496,0.642141453476148,-0.341693168914184,-0.767494783295001,0.341693168914185,0.767279897140809,1
