"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.0186097287466038,-0.0688274246928522,0.0688274246928522,-0.00319808516050359,-0.0688274246928522,-1,0.0688274246928522,0.0688274246928522
"GRHL2",1,1,-0.0186097287466038,-0.0688274246928522,0.0688274246928522,-0.00319808516050359,-0.0688274246928522,-1,0.0688274246928522,0.0688274246928522
"Iext",-0.0186097287466038,-0.0186097287466038,1,0.502404949217243,-0.502404949217243,-0.00218147076942626,0.502404949217243,0.0186097287466038,-0.502404949217243,-0.502404949217243
"KEAP1",-0.0688274246928522,-0.0688274246928522,0.502404949217243,1,-1,-1.08088031223383e-06,1,0.0688274246928522,-1,-1
"NRF2",0.0688274246928522,0.0688274246928522,-0.502404949217243,-1,1,1.08088031223383e-06,-1,-0.0688274246928522,1,1
"OVOL2",-0.00319808516050359,-0.00319808516050359,-0.00218147076942626,-1.08088031223383e-06,1.08088031223383e-06,1,-1.08088031223383e-06,0.00319808516050359,1.08088031223383e-06,1.08088031223383e-06
"SNAIL",-0.0688274246928522,-0.0688274246928522,0.502404949217243,1,-1,-1.08088031223383e-06,1,0.0688274246928522,-1,-1
"ZEB",-1,-1,0.0186097287466038,0.0688274246928522,-0.0688274246928522,0.00319808516050359,0.0688274246928522,1,-0.0688274246928522,-0.0688274246928522
"miR200",0.0688274246928522,0.0688274246928522,-0.502404949217243,-1,1,1.08088031223383e-06,-1,-0.0688274246928522,1,1
"miR34",0.0688274246928522,0.0688274246928522,-0.502404949217243,-1,1,1.08088031223383e-06,-1,-0.0688274246928522,1,1
