"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,0.152972170003888,-0.261428332617632,-1,0.554777136015491
"OVOL2",0.152972170003888,1,-0.00109466162367654,-0.152972170003888,-0.292249772574524
"SNAIL",-0.261428332617632,-0.00109466162367654,1,0.261428332617632,-0.706653445422485
"ZEB",-1,-0.152972170003888,0.261428332617632,1,-0.554777136015491
"miR200",0.554777136015491,-0.292249772574524,-0.706653445422485,-0.554777136015491,1
