"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,1,-0.156626651625651,-1,-0.156626651625651
"OVOL2",1,1,-0.156626651625651,-1,-0.156626651625651
"SNAIL",-0.156626651625651,-0.156626651625651,1,0.156626651625651,1
"ZEB",-1,-1,0.156626651625651,1,0.156626651625651
"miR200",-0.156626651625651,-0.156626651625651,1,0.156626651625651,1
