"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,1,-0.260459964046628,-1,-0.141020882668608
"OVOL2",1,1,-0.260459964046628,-1,-0.141020882668608
"SNAIL",-0.260459964046628,-0.260459964046628,1,0.260459964046628,-0.598516243929964
"ZEB",-1,-1,0.260459964046628,1,0.141020882668608
"miR200",-0.141020882668608,-0.141020882668608,-0.598516243929964,0.141020882668608,1
