"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,1,-0.217565473497065,-1,0.707711383197935
"OVOL2",1,1,-0.217565473497065,-1,0.707711383197935
"SNAIL",-0.217565473497065,-0.217565473497065,1,0.217565473497065,-0.509853525516634
"ZEB",-1,-1,0.217565473497065,1,-0.707711383197935
"miR200",0.707711383197935,0.707711383197935,-0.509853525516634,-0.707711383197935,1
