"Network","JSD"
"GRHL2-ZEB_2-0",0.00384380049370473
"GRHL2-ZEB_2-1",0.226432207359145
"miR-ZEB_2-1",3.13139445208527e-05
"miR200-ZEB_2-0",0.0038788839720538
"OVOL2-miR200_2-0",0.16288094533682
"OVOL2-miR200_2-1",0.382654826497096
"OVOL2-OVOL2_2-0",2.48653900568492e-06
"OVOL2-OVOL2_2-1",0.253366169878643
"OVOL2-ZEB_2-0",0.000906955438440682
"OVOL2-ZEB_2-1",0.226432300876218
"SNAIL-miR200_2-0",0.311593832586441
"SNAIL-miR200_2-1",1
"SNAIL-ZEB_1-0",0.0099321179546611
"SNAIL-ZEB_1-2",0.0270132655870064
"wild",0
"ZEB-GRHL2_2-0",0.14020002139334
"ZEB-GRHL2_2-1",1
"ZEB-miR200_2-0",0.112375131400137
"ZEB-miR200_2-1",0.634740684641125
"ZEB-OVOL2_2-0",0.5
"ZEB-OVOL2_2-1",1
"ZEB-ZEB_1-0",2.30258144624757e-06
"ZEB-ZEB_1-2",0.226433715377604
