Network,Hybridness,minFrust,maxFrust,meanFrust,inflnegloops,inflposloops,posLoops,negLoops,predFrust,smallPFL,JSD,Jmetric
rand_1,0.49910000000000004,0.25,0.25,0.25,2.095995256284562,19.658672981468023,1.8123283871451825,-0.4098850420779279,-0.03994167527544322,0.8923901314992237,0.415729276757722,-10
rand_10,0.7435,0.1875,0.25,0.21854375,3.151781998695787,5.882529213626318,1.3132944781730849,-0.5686163320524125,-0.4896855378254662,0.9147240413942997,0.354863424215562,-10
rand_100,0.7173999999999999,0.1875,0.4375,0.2578708333333333,4.619066023559604,18.260286022719942,1.9054222173818893,-0.43311539001657084,-0.08627574651218382,1.0340333032142766,0.129979152428041,-10
rand_11,NA,NA,NA,NA,0,24.15606298335161,2.9868829430345887,-0.9121403608915345,-0.005424228558376091,2.0472627009487554,0.5,-9.663514369028453
rand_12,0.7172000000000001,0.1875,0.375,0.25106875,0.6343054063682612,16.584860616955886,2.409154546741841,-0.8038333600868072,-0.2666102324677474,1.8192325458352907,0.0990202950307377,-9.310934008769763
rand_13,0.49970000000000003,0.25,0.25,0.25,5.898719196759041,9.40425139304738,1.647857027176057,-0.45233777442648226,-0.33312951877137187,1.3404687935804795,0.43205230147919,-10
rand_14,NA,NA,NA,NA,2.980818185672588,10.924858079676536,1.7212974271448487,-1.0470059519220838,-0.11813403532304614,0.8584686349046178,0.5,-9.53394726018206
rand_15,NA,NA,NA,NA,0,25.30474629452658,1.871752778304473,-0.8785558774612,-0.00718514778273621,1.477487201980742,0.5,-9.135143211846927
rand_16,NA,NA,NA,NA,3.007229901567219,17.166050300795323,1.330712739438604,-0.8590452446020251,-0.02585397728143565,0.5146336221016167,0.5,-10
rand_17,0.7001999999999999,0.25,0.375,0.27044583333333333,0.7498178328272155,22.71396899279995,2.005107179884695,-0.21500681299556873,-0.07426779228911111,1.370896230888703,0.212911852135824,-9.345795294905887
rand_18,NA,NA,NA,NA,3.0829918413034387,10.934032773321206,1.2833331568254744,-0.5495045817276671,-0.12865941765776467,1.08078651812381,0.5,-9.339765127887908
rand_19,0.5008333333333332,0.25,0.25,0.25,5.736363424747076,9.921551554173433,2.805941844259598,-0.8201447787684808,-0.6495368831307664,2.121055886661879,0.419970459326211,-10
rand_2,0.6783999999999999,0.25,0.375,0.26900416666666666,0.7480459588433683,24.1530378905278,1.7409040146415928,-0.07335877428963947,-0.06181336906120016,0.9190747135636264,0.211443182946462,-9.391816383591241
rand_20,NA,NA,NA,NA,6.070700532876761,7.103710158030656,1.0097191290849972,-0.8784908251827107,-0.10224555503971156,0.7546225884209073,0.5,-9.219122539200605
rand_21,NA,NA,NA,NA,6.81063423673106,5.124436292188907,0.79926973764368,-0.4458818073249648,-0.08989729856760491,0.43491239872350584,0.5,-7.973799038934265
rand_22,NA,NA,NA,NA,2.9790252266945183,13.254015659359538,1.2420103578108235,-0.5571837561115205,-0.08414946161263415,0.7132355673025528,0.5,-9.454130437567947
rand_23,0.5010333333333333,0.25,0.25,0.25,3.7777281605060296,6.582609143829487,1.390494867394608,-0.673840650946184,-0.568437595578982,1.1421440513232701,0.749731572506736,-10
rand_24,0.4940666666666667,0.1875,0.25,0.21933541666666667,0.22593852977968704,13.694706363012916,1.6827046135738917,-0.6217414897828923,-0.038696613527059005,1.282999358287981,0.266427176654951,-10
rand_25,NA,NA,NA,NA,2.13353394713391,18.668870456448666,1.4601370256712132,-0.5671684937301902,-0.04830252942267777,0.8698179316762419,0.5,-10
rand_26,0.6648666666666667,0.1875,0.375,0.2537083333333333,0,24.015664234004753,2.3050741319515513,-0.37113176522632746,-0.06599413588972887,1.80646963850427,0.370205565975356,-8.560987251523173
rand_27,0.49963333333333326,0.1875,0.25,0.20913749999999998,4.766278425588041,16.018337310298907,2.938282765758878,-0.6981511926654069,-0.5777187334036599,2.5191596644900893,0.285371838438064,-10
rand_28,NA,NA,NA,NA,0,25.370910765117035,2.9261233128376634,-0.6966312951501185,-0.11280848279196296,1.9457309823237914,0.5,-9.711879733233863
rand_29,0.6592666666666667,0.1875,0.375,0.24364583333333334,2.6759885551645786,18.305839573395044,3.0368806155977675,-0.49486637570509756,-0.3420946339641381,2.400324350217072,0.0302929867291893,-9.594266000740438
rand_3,NA,NA,NA,NA,10.297307689674021,6.102349142021417,1.1767817902298463,-0.43786119208593277,-0.028115691894947042,0.4184776928200073,0.5,-9.611117131464066
rand_30,0.7417333333333334,0.25,0.4375,0.2787875,4.7954408276530085,5.94004725712539,1.6587381804973877,-0.6476205027188302,-0.20602824724904079,1.4078913796759718,0.269911343312497,-9.999959306071478
rand_31,NA,NA,NA,NA,0,18.059411495336633,2.089935341428093,-1.0633355120506844,-0.08361178897250977,1.32653986056229,0.5,-9.534539406904585
rand_32,0.7516666666666667,0.25,0.375,0.2779375,2.0787858629960514,5.647168715349592,1.9652421415426775,-1.4902464729277196,-0.5424836798588952,1.7589749445444254,0.216464638496602,-9.106132530708773
rand_33,0.5030666666666667,0.1875,0.25,0.20995625,2.625992078810906,7.66647948682339,0.830580608422111,-0.687650695916913,-0.01673458377974889,0.7431687894815778,0.282717732368312,-10
rand_34,NA,NA,NA,NA,2.3364111756098707,14.559548759488013,2.606381650685421,-0.8527610074424139,-0.267466846306252,2.2685185333416094,0.5,-9.67119968323155
rand_35,0.7064,0.1875,0.375,0.2553270833333333,0,24.188105949857245,1.68718407908308,-0.19968410357657695,-0.07585974387952227,1.2611557691151558,0.0965213676142635,-9.219132421092834
rand_36,NA,NA,NA,NA,4.210572833454219,7.559580745924434,2.1557325977992328,-1.797278516605409,-0.9267032767835675,1.370395875434455,0.5,-9.347018238431025
rand_37,NA,NA,NA,NA,1.9534621303107604,10.034355582285407,1.7968715844732335,-1.342189240203213,-0.3812704969801569,1.1634965571228657,0.5,-9.55417501915035
rand_38,0.4961,0.1875,0.25,0.20840833333333333,3.862281876337489,16.401479131261596,1.1701217293715864,-0.16302920698688317,-0.05477042135949407,0.9630475101190132,0.287924824714724,-10
rand_39,0.7192333333333333,0.1875,0.4375,0.26680208333333333,2.8540322038381793,13.982991468465556,1.7850251949312592,-0.36439834762984885,-0.10303938365185705,1.2421495315399962,0.131555172872348,-10
rand_4,NA,NA,NA,NA,3.343457577485754,12.36433452807721,1.2142941910217735,-0.45993117201223266,-0.07370232332407467,0.7694149856715242,0.5,-9.33666470760673
