Network,Hybridness,minFrust,maxFrust,meanFrust,inflnegloops,inflposloops,posLoops,negLoops,predFrust,smallPFL,JSD,Jmetric
rand_1,0.5013666666666666,0.07,0.1,0.07933000000000001,93.97005258669131,323.89166190216304,57.82256066974746,-2.737769474194876,-0.5460752026471275,22.265259307321934,0.520097032443749,-31.489115083614703
rand_10,0.30313333333333337,0.05,0.08,0.038954666666666665,50.462731078126936,271.4330188481755,30.84821843118031,-2.646017845234389,-0.4655882142221213,16.87682115285843,0.121598542068281,-28.38513617675865
rand_100,0.5008666666666667,0.07,0.1,0.08261900000000001,38.570178170019574,324.0659227623006,35.93519105577481,-4.165571689242274,-1.0304720694673397,17.912880277493073,0.516714158139943,-30.751941550295275
rand_11,0.5639333333333333,0.05,0.32,0.093801,44.6712239149099,341.20058035718705,29.570329315079142,-3.0471652882783626,-0.5854904394177877,14.288075031153088,0.191074433044139,-30.13758692220593
rand_12,0.5004000000000001,0.08,0.11,0.09178800000000001,55.60439870909944,240.1605461820945,52.9643109407847,-2.0304436526458245,-0.8370760474290356,24.4213122149695,0.85225,-21.295089638144177
rand_13,0.5051,0.07,0.1,0.07995000000000001,62.37686482844548,346.97036039687896,26.411241201379195,-1.1221604217794572,-0.259105308852074,12.583949292413802,0.5191325497627,-31.485155748667733
rand_14,NA,NA,NA,NA,36.883415547865106,322.9040820700578,56.69793033106707,-1.9668282987178902,-0.15802593824470015,23.8980510806747,0.35225,-32.77555578446056
rand_15,0.3051,0.05,0.08,0.03817566666666667,47.53863384442187,334.96148685659534,50.048318727189965,-2.089981762853794,-0.2201195940033755,21.577337965602915,0.119812932505831,-29.114796723081447
rand_16,0.5019666666666667,0.07,0.1,0.08085300000000001,62.32282778144817,291.4727196728389,24.42550305898489,-1.663226603560669,-0.17967698609838886,11.051482800496714,0.521084668462377,-32.00911811292699
rand_17,NA,NA,NA,NA,71.60598719504749,374.8080068097455,49.841952733027355,-1.9258430970304878,-0.3890568201242898,20.832885224437945,0.35225,-27.370917221089346
rand_18,NA,NA,NA,NA,55.612690982682814,296.36121433518207,22.366238300027714,-1.202987884388859,-0.08685781487618018,13.334542664100262,0.35225,-27.904335797558993
rand_19,NA,NA,NA,NA,55.79307186968077,307.5788121823873,28.896621656833048,-1.7709566019327767,-0.4730921418223962,13.283638062586514,0.35225,-24.87134834074343
rand_2,NA,NA,NA,NA,68.5041199889753,272.98115084523937,34.414028315252175,-2.4819788208094176,-0.5234923492595627,18.455801204121034,0.35225,-25.498114750569744
rand_20,NA,NA,NA,NA,33.296308579573704,283.6621169837761,37.15352592065011,-3.7057338375148468,-0.550414108985239,20.890760034790826,0.35225,-32.72937967960947
rand_21,NA,NA,NA,NA,73.97293688950454,305.79149339271976,21.603755093837446,-2.352854971569127,-0.8301811656554003,13.556586838659385,0.35225,-24.934748381462022
rand_22,NA,NA,NA,NA,58.08700114610336,280.3974761348421,17.913967432119392,-2.185500844932648,-0.4285917976054232,9.320570415638034,0.35225,-24.88418321441613
rand_23,0.4344333333333333,0.05,0.31,0.07956733333333332,44.738215866808666,319.700100325616,27.86461767202115,-1.60566616667465,-0.06988412551674379,14.798566690401929,0.17524204250592,-27.512996098115497
rand_24,0.498,0.08,0.11,0.089393,58.59571705717116,316.1064987658186,28.295870560144465,-4.1118759509257155,-1.6099391963588308,16.4946899372507,0.85225,-22.110680982890702
rand_25,NA,NA,NA,NA,49.05750583360546,350.5240322767953,43.6562570077347,-6.620060105607993,-1.4012510803782672,21.14984634279507,0.35225,-37.22504700595477
rand_26,NA,NA,NA,NA,51.25141940636366,310.8714458850595,17.9986651272637,-1.4045859360756183,-0.058447763606919535,9.967789239574394,0.35225,-33.54341920521302
rand_27,0.5714,0.05,0.27,0.10960233333333333,43.69041496734734,383.187967860272,12.54244960422804,-0.5570762896516849,-0.26875108999965786,9.206496546223265,0.37266493632897,-27.391795820185518
rand_28,NA,NA,NA,NA,41.16843035394108,278.3390587602295,30.788188527710666,-3.4690460314068834,-0.596545811735802,14.009004400304594,0.35225,-27.325974557154044
rand_29,0.5546666666666666,0.05,0.33,0.09994499999999999,42.630910344967496,287.15896192440624,30.385887280272076,-2.3094575875445584,-0.29468098618000493,14.703442643277077,0.346756621673988,-30.633445800807173
rand_3,NA,NA,NA,NA,66.45499513379745,350.80965760699655,16.522547162229756,-1.7305005900269732,-0.15201674566250334,8.817698161400044,0.35225,-33.01474503763088
rand_30,0.3917999999999999,0.05,0.35,0.07657033333333331,36.80629115953659,278.85266780741796,56.140541052439595,-3.6120760532441243,-0.411205285290278,21.692749814436734,0.143778077893703,-22.410823472182315
rand_31,0.6332,0.05,0.39,0.13495999999999997,50.369393738867686,376.55046283603815,21.993366035561902,-1.811479789986422,-0.6259708964586258,13.950187203517007,0.237787745261009,-27.151002446744375
rand_32,NA,NA,NA,NA,37.552247868136554,306.12308093399736,16.291658993896693,-2.0929954951323357,-0.322414721534975,11.257723883358807,0.35225,-28.163065555183877
rand_33,NA,NA,NA,NA,60.91067501142588,269.9447433740064,31.7478244382228,-4.854646849685168,-1.5529184070567534,14.422823939932004,0.35225,-26.514294559580247
rand_34,0.5006666666666666,0.07,0.1,0.08255100000000001,69.30326482870333,333.1150680527569,26.520324767447168,-1.382814238169015,-0.31687128607911547,14.484861249082753,0.51667414498576,-30.63469989038248
rand_35,0.6120666666666665,0.07,0.36,0.13565,35.273495809090434,303.7046630508911,13.7870735702267,-1.2234166187628746,-0.29236046356497486,9.628034460809461,0.540576525172898,-31.76329215702893
rand_36,0.3071333333333333,0.05,0.08,0.03902033333333333,69.28097198563097,305.6904882767161,49.82479329151642,-2.9413367084213027,-0.6861975688529278,25.271155779909215,0.120845104705457,-29.4101964060107
rand_37,0.4996,0.05,0.08,0.063513,77.05615381194642,343.7048314300591,31.3870449967542,-2.514577505255816,-0.7889670493342461,17.224796129202172,0.183145552737536,-37.99351753568598
rand_38,NA,NA,NA,NA,52.30819190201616,250.603757206272,14.68274429686395,-2.3850019657906336,-0.7415964502623699,9.88253586005344,0.35225,-25.220528143484746
rand_39,NA,NA,NA,NA,35.8617068573139,302.63728444623086,48.36953876209271,-1.969791570790973,-0.20564105382006534,21.09238999275474,0.35225,-28.038566976690202
rand_4,0.4978,0.05,0.08,0.06378299999999999,33.01951149220967,277.8542349151057,21.69405593315934,-1.4746846694949487,-0.21709030840858537,14.976961141195458,0.183555372025671,-38.007405388155895
rand_40,0.5194666666666666,0.05,0.33,0.101991,48.092677562383145,289.37063044589195,35.1180678796069,-1.6510290798910967,-0.32883948554546943,16.841730002694305,0.333209022706892,-26.352900669730897
rand_41,0.5074333333333333,0.07,0.36,0.08747633333333334,83.67091529980115,377.9797232944111,20.478831676195558,-0.8251022725855135,-0.3291291004375054,12.447994362798426,0.51833124590264,-30.02443834071492
rand_42,0.5184666666666666,0.07,0.24,0.086719,32.88057363746413,280.47876226955975,25.21453210452932,-1.730640867855747,-0.177033539365825,13.388661329039259,0.523855440295333,-30.518349036233136
rand_43,0.6232666666666666,0.05,0.38,0.12733233333333333,37.98195238918778,307.11124897202603,15.333801130276798,-1.192175575743395,-0.03002801616614516,9.491394180653254,0.215315914126893,-29.995339137299695
rand_44,NA,NA,NA,NA,51.98690427730281,358.277039021575,21.50990641031363,-1.5484447687430294,-0.39999371060068434,11.261771956876279,0.35225,-27.670137546169816
rand_45,0.6290333333333332,0.05,0.42,0.13836199999999999,38.871798627098904,293.19676856005196,28.768430320676025,-1.795591528611985,-0.19250904498422747,13.710683395094334,0.268492856505183,-31.116677950967954
rand_46,0.5397333333333333,0.05,0.35,0.112691,39.145020247753905,313.88598155134605,28.58807823618159,-2.300027315470919,-0.5584663352089286,14.629808239249034,0.313939015803637,-25.088272018774344
rand_47,0.49790000000000006,0.07,0.1,0.082474,37.256993163445216,281.5596497014899,40.90375690986997,-4.458881949748017,-0.3840873527002743,14.796743201629727,0.516726767299026,-30.763053439999887
rand_48,0.5018666666666667,0.07,0.1,0.08484,45.67485654225873,309.7612187980246,52.70153756294203,-2.5296424754251827,-0.6250297314819837,23.77966140606782,0.517295036398375,-30.063722345090405
rand_49,0.5001333333333333,0.05,0.08,0.063877,42.17957670017366,358.1561843490851,30.226075629240242,-2.600635018334883,-0.7235355990032754,17.756715027042514,0.183708474268775,-37.99455180789304
rand_5,NA,NA,NA,NA,41.95348686665806,270.2727270556354,32.120156178213385,-2.902594527651526,-0.46991069196407703,14.941637627222631,0.35225,-26.42023708500493
rand_50,NA,NA,NA,NA,57.20554656402932,261.12984676762443,20.696913125734163,-1.673558837734564,-0.4068173358141926,11.08205481906492,0.35225,-26.319701644726948
rand_51,0.5811666666666667,0.07,0.36,0.12677566666666668,60.20865648165479,310.3116303545217,57.2259777217043,-2.9145727348911947,-0.5059274658001075,23.216642008313208,0.529164136916535,-28.028563073499615
rand_52,NA,NA,NA,NA,85.73606077373469,328.9934603739224,20.65311763770533,-1.6075465735476977,-1.067641270674262,13.400497332559377,0.35225,-26.047650701352655
rand_53,0.49343333333333333,0.05,0.08,0.061567000000000004,46.33874724008304,280.7774778439382,21.622988767428094,-2.729101364850835,-0.7197305088510273,13.727295938017578,0.181736487994489,-37.994278764652464
rand_54,0.5755333333333333,0.07,0.35,0.121611,76.56167381074985,360.1735957556018,40.67923513722705,-0.46109574973102346,-0.05361469077118743,18.69423855809686,0.535379329433654,-30.34315639083774
rand_55,0.4953,0.05,0.11,0.079692,45.05560878837754,324.7332858202368,53.65543378149163,-2.397278668282922,-0.3079372604771089,23.665795149362825,0.374889346759836,-28.972800851240724
