Network,Hybridness,minFrust,maxFrust,meanFrust,inflnegloops,inflposloops,posLoops,negLoops,predFrust,smallPFL,JSD,Jmetric
rand_1,0.6908999999999998,0.02439024390243902,0.4268292682926829,0.16558455284552842,24.886619103793116,172.9522139121371,6.939851720446672,-0.0841953959736496,0,5.151562892811999,0.241927476863888,-23.355144527983903
rand_10,0.5025333333333333,0.02439024390243902,0.24390243902439024,0.057304471544715435,20.77711018212086,133.86943685864065,11.369548826089884,-0.7396463935653814,0,6.6173058951408414,0.0717223515308507,-19.773450852421117
rand_100,0.5310333333333332,0.02439024390243902,0.3048780487804878,0.059418292682926824,16.251237735700627,120.40930978236179,14.466340714019367,-0.6831319019353292,0,9.869796074712363,0.0305341791221126,-21.477335626229458
rand_11,0.5075666666666666,0.02439024390243902,0.34146341463414637,0.05455772357723577,18.571697144772255,120.30034414950242,33.92406132838026,-0.8579657263045222,0,16.80634149611279,0.0347961315175769,-20.31406450181682
rand_12,0.5534666666666666,0.02439024390243902,0.35365853658536583,0.07901016260162601,25.718132407098572,182.12523814394626,20.643915305573284,-0.0612824608441171,0,14.056628813452996,0.0885629032531604,-22.310221368179388
rand_13,0.5039,0.02439024390243902,0.08536585365853659,0.05080691056910569,16.65166404994242,116.9830196645035,14.754388433195796,-0.8039759373048592,0,8.976917106856066,0.0287398916392689,-20.252886607886722
rand_14,0.5637666666666666,0.02439024390243902,0.32926829268292684,0.08976869918699185,23.499207803317635,164.5123486089252,21.245540308050202,-0.2925943347113748,0,11.085740499836133,0.110344997039769,-19.18719971113337
rand_15,0.5028,0.02439024390243902,0.08536585365853659,0.05267642276422764,16.68876011240039,119.0022984643974,26.992444394177046,-0.9863573957752596,0,16.938030185227877,0.0313110953838042,-19.858292078865404
rand_16,0.5300999999999999,0.02439024390243902,0.34146341463414637,0.06286300813008128,24.292740386524926,166.8697265326985,17.041736050737335,-0.176949743456336,0,10.036215938175811,0.0654341217871113,-21.80655327833889
rand_17,0.4730333333333333,0.02439024390243902,0.08536585365853659,0.04632317073170732,18.40684835902706,124.3654803920198,12.040500871457946,-0.8154505470918216,0,7.1103789245707425,0.0288002865048917,-21.355622058428448
rand_18,0.5461999999999999,0.02439024390243902,0.3170731707317073,0.07187154471544714,15.872952271834128,115.52867840957026,37.59738264997726,-0.9312470627308688,0,19.946492223763098,0.0272311099448664,-20.526956347219926
rand_19,0.5036999999999999,0.02439024390243902,0.08536585365853659,0.04878821138211382,16.739157060454495,113.62981101439725,8.847139751520546,-0.8718985286739687,0,5.488327508882397,0.0319453194116472,-20.69489117793737
