states,flag,Avg0,SD0,frust0
'11100',1,0.2785,0.004688283267892416,0.1
'01010',1,0.22133333333333335,0.002509094568874505,0.3
'10101',1,0.22086666666666666,0.0027884683171152448,0.3
'00011',1,0.27930000000000005,0.0012192894105448036,0.1
