"Network","JSD"
"rand_1",0.205506332782104
"rand_10",0.0126957410016648
"rand_100",0.00728666078584371
"rand_11",1
"rand_12",0.32643819273034
"rand_13",0.408995312921825
"rand_14",0.0719191325072755
"rand_15",0.409001481846354
"rand_16",0.182810243620032
"rand_17",0.000126845027780256
"rand_18",0.270748823739382
"rand_19",0.0706441524007737
"rand_2",0.334881694526604
"rand_20",0.666007813437506
"rand_21",0.26567605418709
"rand_22",0.00703454922304779
"rand_23",0.348242298109759
"rand_24",0.55179128147945
"rand_25",0.180507849734405
"rand_26",0.4090082944198
"rand_27",0.182657401709881
"rand_28",0.270773608377049
"rand_29",0.0749886173344103
"rand_3",0.642777318720962
"rand_30",0.409034806278194
"rand_31",0.182528018381156
"rand_32",0.183167742694024
"rand_33",0.182615695529279
"rand_34",0.189491420309603
"rand_35",0.070216809925468
"rand_36",0.507385635606901
"rand_37",0.2718635083321
"rand_38",0.270861579733011
"rand_39",0.000461914788693465
"rand_4",1
"rand_40",0.00763284536197567
"rand_41",0.339587898549431
"rand_42",0.409002604615492
"rand_43",0.182417310775324
"rand_44",1
"rand_45",0.709762863669608
"rand_46",0.66668473016271
"rand_47",0.364823675311789
"rand_48",0.408997955456006
"rand_49",1
"rand_5",0.562177197896798
"rand_50",0.20708799799675
"rand_51",0.00772571120988244
"rand_52",0.070530316258937
"rand_53",0.181656219471732
"rand_54",0.0133504482774846
"rand_55",0.363393524226038
"rand_56",0.0713972426142448
"rand_57",0.642663973401336
"rand_58",0.643012488911146
"rand_59",0.271564254931202
"rand_6",0.204626579017202
"rand_60",0.528835643369139
"rand_61",0.446141904043792
"rand_62",0.515047656253052
"rand_63",0.258669841460609
"rand_64",0.409038905995216
"rand_65",0.518335276041394
"rand_66",0.666539507547468
"rand_67",0.182845927767778
"rand_68",0.350882866994869
"rand_69",0.40901751926656
"rand_7",0.409009235712002
"rand_70",0.271958738442853
"rand_71",0.409027449452799
"rand_72",0.0786127677508913
"rand_73",0.271237088497772
"rand_74",0.070725292274762
"rand_75",0.708086759062069
"rand_76",0.302546936424971
"rand_77",0.0125835182571979
"rand_78",1
"rand_79",0.300744632545826
"rand_8",0.390557407274084
"rand_80",0.180567813771413
"rand_81",0.271195376925405
"rand_82",0.358395264050096
"rand_83",0.278307084379116
"rand_84",0.0122448720633106
"rand_85",0.70872825157881
"rand_86",0.205246916654048
"rand_87",0.563049749906727
"rand_88",0.267490752613725
"rand_89",0.272196981068555
"rand_9",0.0289555218416848
"rand_90",0.271750756175248
"rand_91",0.263178388723717
"rand_92",0.0721181893507194
"rand_93",0.266656722919106
"rand_94",0.409026731230841
"rand_95",0.409014423917423
"rand_96",0.409003567062043
"rand_97",0.487687704783765
"rand_98",0.182911524212308
"rand_99",0.40900636512867
