"","GRHL2","miR34","miR200","OVOL2","NRF2","SNAIL","KEAP1","ZEB"
"GRHL2",0.565444424675977,0.543489638299777,0.288493425754671,0.276978998089848,0.263216554529261,-0.255573505734764,-0.273769318348357,-0.585658410155533
"miR200",0.564897794694518,0.532324028725931,0.289072906825531,0.279467503013907,0.364091661514203,-0.219424321672505,-0.375119418453438,-0.585110014444646
"NRF2",0.294341740927946,0.285377465165335,0.203015375734871,0.181220172595569,0.18771579226354,-0.144753321255093,-0.198331314119027,-0.306823923782762
"miR34",0.294341740927946,0.285377465165335,0.203015375734871,0.181220172595569,0.18771579226354,-0.144753321255093,-0.198331314119027,-0.306823923782762
"OVOL2",0.149865952057654,0.149429983129945,-0.000365100072622102,-0.00393471406386484,-0.00237190512895209,-0.0908774083428661,0.00672649299831445,-0.15277685017622
"KEAP1",-0.282318619540663,-0.273791012402412,-0.198331314119027,-0.17758312722624,-0.280374020111642,0.137837691932824,0.18771579226354,0.294341740927946
"SNAIL",-0.306823923782762,-0.296593447546962,-0.209841616869623,-0.188029357076963,-0.198331314119027,0.0493800042416289,0.203015375734871,0.315198520122912
"ZEB",-0.585658410155533,-0.560333924859872,-0.296600408791408,-0.285622500006504,-0.273769318348357,0.270460237126349,0.288493425754671,0.5023250768222
