"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",0.650718920687402,0.201840012472122,-0.358136078975074,0.309187541679392,-0.64216013727881,-0.64216013727881,0.611088881825587,0,-0.717086865538759,-0.717086865538759
"SNAIL",0.380485890966848,0.0280683262205345,-0.220004802604559,0.0983881175748384,-0.335263728730404,-0.335263728730404,0.317561900639113,0,-0.363323072011805,-0.363323072011805
"OVOL2",-0.358136078975074,-0.123820572992346,0.0802157813382311,-0.170475466394746,0.313779963775427,0.313779963775427,-0.293130662152173,0,0.339844216164046,0.339844216164046
"NRF2",-0.363323072011805,-0.124202346839091,0.209207608097002,-0.0905879956979341,0.317561900639113,0.317561900639113,-0.299571950890369,0,0.342403257169339,0.342403257169339
"miR34",-0.363323072011805,-0.124202346839091,0.209207608097002,-0.0905879956979341,0.317561900639113,0.317561900639113,-0.299571950890369,0,0.342403257169339,0.342403257169339
"miR200",-0.709135860910705,-0.172195273895742,0.339386847045796,-0.185247889727936,0.596794777620242,0.596794777620242,-0.659239625790499,0,0.67125760004114,0.67125760004114
"KEAP1",0.342403257169339,0.116714195180323,-0.200217532206751,-0.0219007733946086,-0.299571950890369,-0.299571950890369,0.276222197195788,0,-0.320656455228448,-0.320656455228448
"Iext",0.363323072011805,0.124202346839091,-0.209207608097002,0.0905879956979341,-0.317561900639113,-0.317561900639113,0.299571950890369,0,-0.342403257169339,-0.342403257169339
"GRHL2",-0.717086865538759,-0.188504846126232,0.339844216164046,-0.290422942665636,0.611088881825587,0.611088881825587,-0.572188910323735,0,0.678313953115134,0.678313953115134
"Ecad",-0.539327516560952,-0.0281550293023564,0.261719370820144,-0.328247704046671,0.366103732547202,0.366103732547202,-0.341170045544549,0,0.514107720057939,0.514107720057939
