"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",0.370713852068094,0.150084512706187,0.232475360997388,0.162984831814445,-0.43658142424421,-0.408027961033772,0.399611477579236,0,-0.462593371739028,-0.462593371739028
"SNAIL",0.268965161784682,0.0111014400152021,0.168704521374254,0.0439564522288861,-0.25743090007806,-0.256155948909615,0.251119875914849,0,-0.263837917834497,-0.263837917834497
"OVOL2",-0.131504418368132,-0.0745440916589306,-0.116018382101064,-0.0708516923448371,0.126189537223464,0.0246794366638215,-0.0220205356762297,0,0.129631126442667,0.129631126442667
"NRF2",-0.263837917834497,-0.107333978465886,-0.165339259019418,-0.0413973020598856,0.252008625843615,0.251119875914849,-0.243156793708367,0,0.256849417897684,0.256849417897684
"miR34",-0.263837917834497,-0.107333978465886,-0.165339259019418,-0.0413973020598856,0.252008625843615,0.251119875914849,-0.243156793708367,0,0.256849417897684,0.256849417897684
"miR200",-0.46612740251277,-0.134153847396814,-0.231217595132986,-0.0581250675906012,0.42851838278746,0.403817281028242,-0.492129377929296,0,0.455477666670709,0.455477666670709
"KEAP1",0.256849417897684,0.107205828102794,0.161322781161539,-0.0605807199181364,-0.24322424252507,-0.243156793708367,0.235083877041701,0,-0.248023631251483,-0.248023631251483
"Iext",0.263837917834497,0.107333978465886,0.165339259019418,0.0413973020598856,-0.252008625843615,-0.251119875914849,0.243156793708367,0,-0.256849417897684,-0.256849417897684
"GRHL2",-0.462593371739028,-0.146389154436696,-0.227575914378411,-0.159313872752365,0.427453729901357,0.399611477579236,-0.388211716854574,0,0.452059635585957,0.452059635585957
"Ecad",-0.362823886612593,0.000388187179231952,-0.181246291575574,-0.23898259288779,0.242095738509355,0.26144543768354,-0.254094686363654,0,0.356314633262242,0.356314633262242
