"","GRHL2","Ecad","miR34","miR200","OVOL2","NRF2","SNAIL","KEAP1","ZEB"
"GRHL2",0.620285632150804,0.620285632150804,0.595673299628326,0.322770705077718,0.314408387758286,0.286765399032616,-0.282952749013127,-0.302399281920621,-0.649592169253278
"Ecad",0.620285632150804,0.620285632150804,0.595673299628326,0.322770705077718,0.314408387758286,0.286765399032616,-0.282952749013127,-0.302399281920621,-0.649592169253278
"miR200",0.617318746189652,0.617318746189652,0.582828752852119,0.321464805078832,0.315334883222898,0.386059834157034,-0.244982753432598,-0.402041093917575,-0.646349699052286
"NRF2",0.324029622986682,0.324029622986682,0.313426284693644,0.220658858019472,0.200341655719507,0.199214365881033,-0.1589029700487,-0.213697124501722,-0.34180620730462
"miR34",0.324029622986682,0.324029622986682,0.313426284693644,0.220658858019472,0.200341655719507,0.199214365881033,-0.1589029700487,-0.213697124501722,-0.34180620730462
"OVOL2",0.174793652424057,0.174793652424057,0.172134619547822,0.0128449392483985,0.00994884000279005,0.00778676785625499,-0.101427692603687,-0.00471282711961694,-0.179834583057405
"KEAP1",-0.306893661602933,-0.306893661602933,-0.297534811825427,-0.213697124501722,-0.194011183616502,-0.290123456790124,0.147742749054224,0.199214365881033,0.324029622986682
"SNAIL",-0.34180620730462,-0.34180620730462,-0.329909326387314,-0.230592632853909,-0.210076802462527,-0.213697124501722,0.0650996305310744,0.220658858019472,0.354884786421951
"ZEB",-0.649592169253278,-0.649592169253278,-0.621299023330116,-0.335643874881863,-0.327696642939824,-0.302399281920621,0.302756399879824,0.322770705077718,0.575401714137839
