"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",0.460360779736191,0.142994989707963,-0.268627949710249,0.492216695411092,-0.498328664881824,0.156772237581735,-0.149957272971017,0,-0.549279599376206,-0.549279599376206
"SNAIL",0.30153204818478,0.00249035892243266,-0.182495690236848,0.16679453060357,-0.276115472867279,0.0126266709180528,-0.0121615546389831,0,-0.295472052211355,-0.295472052211355
"OVOL2",-0.144883468111437,-0.0682389236578013,-0.00740824267553253,-0.120433881861576,0.137974306782848,-0.0725054535327179,0.0794264344591484,0,0.142904576290857,0.142904576290857
"NRF2",-0.295472052211355,-0.102129203224198,0.177097748986534,-0.158991307533171,0.268054910502463,-0.0121615546389831,0.00701869749612593,0,0.28574742290267,0.28574742290267
"miR34",-0.295472052211355,-0.102129203224198,0.177097748986534,-0.158991307533171,0.268054910502463,-0.0121615546389831,0.00701869749612593,0,0.28574742290267,0.28574742290267
"miR200",-0.551807173488368,-0.125155132180512,0.266251621291355,-0.368632671164823,0.482832649327595,-0.135361399306635,0.0345781094894028,0,0.537132916688874,0.537132916688874
"KEAP1",0.28574742290267,0.0990293180347609,-0.174393096985091,0.0441494583847525,-0.260038381576843,0.00701869749612593,-0.00537935323383085,0,-0.276073569945235,-0.276073569945235
"Iext",0.295472052211355,0.102129203224198,-0.177097748986534,0.158991307533171,-0.268054910502463,0.0121615546389831,-0.00701869749612593,0,-0.28574742290267,-0.28574742290267
"GRHL2",-0.549279599376206,-0.13613963223691,0.262520904879508,-0.47416489796231,0.488248285385184,-0.149957272971017,0.149783158055173,0,0.5349136000787,0.5349136000787
"Ecad",-0.40701749044486,0.00915786814400817,0.200085181964579,-0.470077265276008,0.270598233967268,-0.111091607340379,0.111355691847422,0,0.398447585073676,0.398447585073676
