"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",0.307761154359021,0.128918383659469,-0.20283299134465,0.190521906504532,-0.386252143626889,-0.205739200167655,0.203365898403181,0,-0.403992826886056,-0.403992826886056
"SNAIL",0.242983178119512,0.0025502165370417,-0.156355785833539,0.0572429967207756,-0.238066022406945,-0.177173173260437,0.175404889203286,0,-0.2402550345067,-0.2402550345067
"OVOL2",0.238605369699834,0.126027147362737,-0.165247251845336,0.0585391529234899,-0.233498151743909,-0.170271233402636,0.168405782233564,0,-0.235768102619088,-0.235768102619088
"NRF2",-0.2402550345067,-0.100842865048401,0.154346800498285,-0.0551184192219827,0.234808756949563,0.175404889203286,-0.172807765356967,0,0.23619841881101,0.23619841881101
"miR34",-0.2402550345067,-0.100842865048401,0.154346800498285,-0.0551184192219827,0.234808756949563,0.175404889203286,-0.172807765356967,0,0.23619841881101,0.23619841881101
"miR200",-0.410715207858394,-0.115948946096983,0.204994796512702,-0.0875310121643817,0.386166498988858,0.210146635469857,-0.30626115489726,0,0.404885195809084,0.404885195809084
"KEAP1",0.23619841881101,0.100287546808332,-0.152184081651735,-0.0481782840747206,-0.229514465319867,-0.172807765356967,0.169292140356967,0,-0.230749454881616,-0.230749454881616
"Iext",0.2402550345067,0.100842865048401,-0.154346800498285,0.0551184192219827,-0.234808756949563,-0.175404889203286,0.172807765356967,0,-0.23619841881101,-0.23619841881101
"GRHL2",-0.403992826886056,-0.12650738771535,0.200147068817993,-0.187427537871052,0.381746657672489,0.203365898403181,-0.199622948480091,0,0.398393632525533,0.398393632525533
"Ecad",-0.320462192366404,0.0141326231251604,0.160958624153432,-0.258235116999252,0.209496184980007,0.133609602627898,-0.13137594891191,0,0.317159703534241,0.317159703534241
