"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",0.464012571980566,0.157805929120274,-0.270630463443842,0.248793257951047,-0.502774451007737,-0.266565463963854,0.261495675580244,0,-0.552411207114112,-0.552411207114112
"SNAIL",0.303147099028219,0.00987580520033966,-0.183191765875487,0.0762329153582369,-0.278299427959295,-0.19946454298988,0.194189795717335,0,-0.29668535932907,-0.29668535932907
"OVOL2",-0.146149306740169,-0.0717335237551545,-0.00695798717429061,-0.0870940419176387,0.139544753438661,-0.00586157082996421,0.0112692961518526,0,0.14383415813807,0.14383415813807
"NRF2",-0.29668535932907,-0.109304797648304,0.177739014826881,-0.0736637453977625,0.269780497001611,0.194189795717335,-0.191157742584213,0,0.286740086636109,0.286740086636109
"miR34",-0.29668535932907,-0.109304797648304,0.177739014826881,-0.0736637453977625,0.269780497001611,0.194189795717335,-0.191157742584213,0,0.286740086636109,0.286740086636109
"miR200",-0.554671542002936,-0.137222081061959,0.267636136274778,-0.138420100284996,0.486297479009691,0.264297104394597,-0.35407675746539,0,0.539291640042152,0.539291640042152
"KEAP1",0.286740086636109,0.104795513828676,-0.174710870900981,-0.0348913876820854,-0.261514044353136,-0.191157742584213,0.182157742584213,0,-0.27660936768186,-0.27660936768186
"Iext",0.29668535932907,0.109304797648304,-0.177739014826881,0.0736637453977625,-0.269780497001611,-0.194189795717335,0.191157742584213,0,-0.286740086636109,-0.286740086636109
"GRHL2",-0.552411207114112,-0.149916874146017,0.264022924641181,-0.239524676369762,0.49200599168719,0.261495675580244,-0.250742428826997,0,0.537272035355795,0.537272035355795
"Ecad",0.286740086636109,0.104795513828676,-0.174710870900981,-0.0348913876820854,-0.261514044353136,-0.191157742584213,0.182157742584213,0,-0.27660936768186,-0.27660936768186
