"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",0.64740092625994,0.191137995226553,-0.714811351220592,0.336192683985666,-0.636038597270334,-0.333337528856365,0.31823416444615,0,-0.714811351220592,-0.714811351220592
"SNAIL",0.378056981869148,0.0239941462460286,-0.361207966551862,0.111949372902603,-0.332196584414199,-0.223685703804692,0.214693267536133,0,-0.361207966551862,-0.361207966551862
"OVOL2",-0.335598391591482,-0.105124249279081,0.319204302921531,-0.175133111549319,0.288471974111757,0.0728923584448572,-0.0637042874226196,0,0.319204302921531,0.319204302921531
"NRF2",-0.361207966551862,-0.12069142351363,0.340995532937366,-0.10272084306272,0.315350033499136,0.214693267536133,-0.206437390007429,0,0.340995532937366,0.340995532937366
"miR34",-0.361207966551862,-0.12069142351363,0.340995532937366,-0.10272084306272,0.315350033499136,0.214693267536133,-0.206437390007429,0,0.340995532937366,0.340995532937366
"miR200",-0.70663242126123,-0.164061024489252,0.669307957107497,-0.209358066553118,0.591888496674502,0.316870614673414,-0.398222897188487,0,0.669307957107497,0.669307957107497
"KEAP1",0.340995532937366,0.113999623325128,-0.319347935683362,-0.0112484925420501,-0.29779592838062,-0.206437390007429,0.193957390007429,0,-0.319347935683362,-0.319347935683362
"Iext",0.361207966551862,0.12069142351363,-0.340995532937366,0.10272084306272,-0.315350033499136,-0.214693267536133,0.206437390007429,0,-0.340995532937366,-0.340995532937366
"GRHL2",-0.714811351220592,-0.17951399186944,0.676539746282321,-0.315375121532979,0.605946854151068,0.31823416444615,-0.298765347751817,0,0.676539746282321,0.676539746282321
"Ecad",-0.535181762211496,-0.0221037361407531,0.510610812023133,-0.347122319670413,0.361120255978429,0.210626005162435,-0.198462112716852,0,0.510610812023133,0.510610812023133
