"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",0.276945449318116,0.230414216295839,-0.187884286422865,-0.350210498237807,-0.383202840586211,-0.207334277315596,0.205411959259336,0,-0.373913537953424,0.373913537953424
"SNAIL",0.229636106641797,0.0369526228613379,-0.150018138941849,-0.204436743132068,-0.237031279631945,-0.178185403903752,0.176035170490256,0,-0.227740983979462,0.227740983979462
"OVOL2",-0.109114227736768,-0.0955456933641626,-0.0236429536811297,0.0396313812766468,0.113669196533884,-0.0188147383645095,0.0209671820211314,0,0.108612364382731,-0.108612364382731
"NRF2",-0.227740983979462,-0.133806016398801,0.147737898202678,0.200525589100199,0.233793518758139,0.176035170490256,-0.173996106313394,0,0.223987666653543,-0.223987666653543
"miR34",-0.227740983979462,-0.133806016398801,0.147737898202678,0.200525589100199,0.233793518758139,0.176035170490256,-0.173996106313394,0,0.223987666653543,-0.223987666653543
"miR200",-0.382165811058898,-0.198171028970487,0.191322529478919,0.452233770492496,0.383885260870769,0.212064889685227,-0.30770748839531,0,0.377577804756182,-0.377577804756182
"KEAP1",0.223987666653543,0.132310928829386,-0.147016991920495,-0.293565882140492,-0.228972459899813,-0.173996106313394,0.169699231313394,0,-0.220303860053389,0.220303860053389
"Iext",0.227740983979462,0.133806016398801,-0.147737898202678,-0.200525589100199,-0.233793518758139,-0.176035170490256,0.173996106313394,0,-0.223987666653543,0.223987666653543
"GRHL2",-0.373913537953424,-0.22608794319985,0.18610266947051,0.344848207251837,0.37930431128888,0.205411959259336,-0.201087912087912,0,0.369643648728852,-0.369643648728852
"Ecad",-0.299005638818027,-0.0435372758880222,0.150535581721245,0.17319670950282,0.207687467674038,0.134996097360136,-0.132464623148683,0,0.296389174236023,-0.296389174236023
