"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",0.254896626307829,0.11813544730469,-0.177433574517331,0.168589830870864,-0.344190722741501,-0.182407295843541,0.181837928911921,0,-0.353510041022882,-0.353510041022882
"SNAIL",0.220495320577929,-0.00219368220203791,-0.145603289118032,0.0478786731389059,-0.221585278513548,-0.167828935800349,0.166414308554629,0,-0.219433218866071,-0.219433218866071
"OVOL2",-0.103805532769936,-0.0647914393516573,-0.0264206768934006,-0.0714549685081697,0.104360020090274,-0.024805105891867,0.0268562580822949,0,0.103422924074284,0.103422924074284
"NRF2",-0.219433218866071,-0.0975946626547421,0.14413681459061,-0.0475406721731889,0.219517792654371,0.166414308554629,-0.165748929717969,0,0.217095293932418,0.217095293932418
"miR34",-0.219433218866071,-0.0975946626547421,0.14413681459061,-0.0475406721731889,0.219517792654371,0.166414308554629,-0.165748929717969,0,0.217095293932418,0.217095293932418
"miR200",-0.362874742109295,-0.105890380101603,0.182125601370248,-0.068189058620983,0.350034627826034,0.189826545573608,-0.287230981628351,0,0.360140475726868,0.360140475726868
"KEAP1",0.217095293932418,0.0964413093869079,-0.143827854755389,-0.0554629908304741,-0.217062897652893,-0.165748929717969,0.162493721384635,0,-0.214639422865649,-0.214639422865649
"Iext",0.219433218866071,0.0975946626547421,-0.14413681459061,0.0475406721731889,-0.219517792654371,-0.166414308554629,0.165748929717969,0,-0.217095293932418,-0.217095293932418
"GRHL2",-0.353510041022882,-0.115521657309196,0.176353806667419,-0.166648643094581,0.342766709046069,0.181837928911921,-0.17922299129442,0,0.351072981606971,0.351072981606971
"Ecad",0.364950873042287,0.154519103325073,-0.185617815330944,0.0612805771549347,-0.336302356482672,-0.212474531622206,0.209726460686779,0,-0.362509903035906,-0.362509903035906
