"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",0.539769641771862,0.171915740286481,-0.31279027982302,0.595371137890246,-0.56677055884884,-0.305207150775488,0,0,-0.619236438036658,-0.619236438036658
"SNAIL",0.342058764523158,0.0132381314888948,-0.204446849171109,0.316069725345172,-0.31023634015929,-0.218071116433664,0,0,-0.331138218495857,-0.331138218495857
"OVOL2",-0.176337163169948,-0.0822567620307937,0.0086389424411292,-0.163988119340946,0.166168815284808,0.009168895847342,0,0,0.172218961346622,0.172218961346622
"NRF2",-0.331138218495857,-0.112294579096907,0.196261670505381,-0.300831630107077,0.296825261442089,0.210040609479873,0,0,0.316069725345172,0.316069725345172
"miR34",-0.331138218495857,-0.112294579096907,0.196261670505381,-0.300831630107077,0.296825261442089,0.210040609479873,0,0,0.316069725345172,0.316069725345172
"miR200",-0.619236438036658,-0.162484760307556,0.30208098074455,-0.564761458443357,0.547518779342136,0.295838829711608,0,0,0.595371137890246,0.595371137890246
"KEAP1",0.316069725345172,0.105137521442831,-0.190585277932436,0.17753413906765,-0.284419246404495,-0.204952811190814,0,0,-0.300831630107077,-0.300831630107077
"Iext",0.331138218495857,0.112294579096907,-0.196261670505381,0.300831630107077,-0.296825261442089,-0.210040609479873,0,0,-0.316069725345172,-0.316069725345172
"GRHL2",-0.619236438036658,-0.162484760307556,0.30208098074455,-0.564761458443357,0.547518779342136,0.295838829711608,0,0,0.595371137890246,0.595371137890246
"Ecad",-0.476534908125466,-0.0121883002254503,0.236848101708407,-0.541442657399019,0.326254640093079,0.200265165353203,0,0,0.460825588476401,0.460825588476401
