"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",0.533542570234913,0.153803647416345,-0.310402902373796,0.286124961869148,-0.501167253772958,-0.300383682981315,0.291561314189387,0,-0.613911441726985,-0.613911441726985
"SNAIL",0.293910939636852,-0.0354998743643415,-0.180205366728671,0.083056958948696,-0.116322419291598,-0.177785504029611,0.172353335406043,0,-0.285368309789711,-0.285368309789711
"OVOL2",-0.171717653790896,-0.0754836029710639,0.00682129897265303,-0.0984099703181207,0.145573510098778,0.00567017593273797,0.000500162549578225,0,0.168353678635616,0.168353678635616
"NRF2",-0.285368309789711,-0.0629620982615934,0.174500526515057,-0.0784698029853932,0.108657117945781,0.172353335406043,-0.167738611216303,0,0.274234732132691,0.274234732132691
"miR34",-0.285368309789711,-0.0629620982615934,0.174500526515057,-0.0784698029853932,0.108657117945781,0.172353335406043,-0.167738611216303,0,0.274234732132691,0.274234732132691
"miR200",-0.610079128218619,-0.126508439015435,0.301132505886373,-0.168755373798897,0.459460260586794,0.28974578758293,-0.375509512610458,0,0.588047429265982,0.588047429265982
"KEAP1",0.274234732132691,0.0589040034303247,-0.169145222704552,-0.0299551054395152,-0.0992220395666036,-0.167738611216303,0.158884444549636,0,-0.261725138886337,-0.261725138886337
"Iext",0.285368309789711,0.0629620982615934,-0.174500526515057,0.0784698029853932,-0.108657117945781,-0.172353335406043,0.167738611216303,0,-0.274234732132691,-0.274234732132691
"GRHL2",-0.613911441726985,-0.147314237772361,0.300496032350851,-0.27161410274941,0.484569323650788,0.291561314189387,-0.276640787783645,0,0.591454241324165,0.591454241324165
"Ecad",-0.481084497863305,-0.0259721705617228,0.239901787140677,-0.32084953792321,0.372499312534462,0.205088456802368,-0.195111470204291,0,0.465896240045819,0.465896240045819
