"","GRHL2","Ecad","miR34","miR200","OVOL2","NRF2","KEAP1","SNAIL","ZEB"
"NRF2",0.650800193296578,0.650800193296578,0.740704948948145,0.529483722817886,0.378518812301131,-0.169839776387661,-0.501258781843428,-0.746053356683721,-0.697470229945131
"miR34",0.650800193296578,0.650800193296578,0.740704948948145,0.529483722817886,0.378518812301131,-0.169839776387661,-0.501258781843428,-0.746053356683721,-0.697470229945131
"miR200",0.642541776489069,0.642541776489069,0.626772364277374,0.355824860333522,0.330277444445412,-0.177974119560785,-0.432401862063898,-0.399702298395543,-0.676103737745905
"GRHL2",0.626277223342703,0.626277223342703,0.606687160423633,0.336389646879234,0.319229250051318,-0.276909862967713,-0.314154131582703,-0.358200796461906,-0.657395048116117
"Ecad",0.424923523537925,0.424923523537925,0.281412667206986,0.171629741022012,0.2190947379493,-0.309647078348392,-0.161165411794991,0.0442830381263217,-0.438580192331799
"OVOL2",0.176217357510437,0.176217357510437,0.173866236052312,0.0150773929786505,0.0111060310593721,-0.0996353426283206,-0.00745521014755404,-0.121923985932603,-0.180972637013542
"ZEB",-0.657395048116117,-0.657395048116117,-0.636031180344262,-0.352021869665185,-0.33334721468892,0.294342113592353,0.336389646879234,0.381048926250099,0.58598258875169
"KEAP1",-0.597922219390208,-0.597922219390208,-0.690157773556249,-0.501258781843428,-0.353184105812974,0.0447115712594554,0.466883781843428,0.708419866722166,0.650800193296578
"SNAIL",-0.697470229945131,-0.697470229945131,-0.785311931589066,-0.554876281878573,-0.401482277588916,0.19036126359191,0.529483722817886,0.677759297138074,0.737576023605841
