"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",0.580184997543652,0.169909961036864,-0.314401272880226,0.279446014666085,-0.575442629065816,-0.303300810449423,0.291568537081042,0,-0.65748122768373,-0.65748122768373
"SNAIL",0.303686279236646,0.00607061034651708,-0.169909961036864,0.0658308067206261,-0.279703425684551,-0.196986446265925,0.188423755134427,0,-0.292339645820187,-0.292339645820187
"OVOL2",-0.306640038755447,-0.0984325223836752,0.0512823691463936,-0.139008075549075,0.264383604459488,0.0483956690473582,-0.0418580346387561,0,0.292953504539112,0.292953504539112
"NRF2",-0.292339645820187,-0.108904850254905,0.161920382226616,-0.0641029449495678,0.266490497927897,0.188423755134427,-0.186840887350441,0,0.277995383525105,0.277995383525105
"miR34",-0.292339645820187,-0.108904850254905,0.161920382226616,-0.0641029449495678,0.266490497927897,0.188423755134427,-0.186840887350441,0,0.277995383525105,0.277995383525105
"miR200",-0.263843555971216,-0.102109637488948,0.142618508942038,0.0484722222222222,0.237624511410919,0.171681651681652,-0.272380952380952,0,0.239740991868651,0.239740991868651
"KEAP1",0.277995383525105,0.0982798502549053,-0.158821454932218,-0.0500982384823848,-0.257837277368366,-0.186840887350441,0.171681651681652,0,-0.263843555971216,-0.263843555971216
"Iext",0.292339645820187,0.108904850254905,-0.161920382226616,0.0641029449495678,-0.266490497927897,-0.188423755134427,0.186840887350441,0,-0.277995383525105,-0.277995383525105
"GRHL2",-0.65748122768373,-0.161920382226616,0.300302269449414,-0.267240969914255,0.553687864592605,0.291568537081042,-0.277734267418121,0,0.627666603584862,0.627666603584862
"Ecad",-0.505926477296273,-0.012329848186125,0.236701915495571,-0.318491508491508,0.3300960761623,0.197632143577603,-0.190062641788448,0,0.485587151907463,0.485587151907463
