"","miR34","GRHL2","NRF2","miR200","OVOL2","KEAP1","SNAIL","ZEB","Ecad"
"miR200",0.383885260870769,0.377577804756182,0.452233770492496,0.212064889685227,0.191322529478919,-0.30770748839531,-0.198171028970487,-0.382165811058898,-0.377577804756182
"GRHL2",0.37930431128888,0.369643648728852,0.344848207251837,0.205411959259336,0.18610266947051,-0.201087912087912,-0.22608794319985,-0.373913537953424,-0.369643648728852
"Ecad",0.207687467674038,0.296389174236023,0.17319670950282,0.134996097360136,0.150535581721245,-0.132464623148683,-0.0435372758880222,-0.299005638818027,-0.296389174236023
"NRF2",0.233793518758139,0.223987666653543,0.200525589100199,0.176035170490256,0.147737898202678,-0.173996106313394,-0.133806016398801,-0.227740983979462,-0.223987666653543
"miR34",0.233793518758139,0.223987666653543,0.200525589100199,0.176035170490256,0.147737898202678,-0.173996106313394,-0.133806016398801,-0.227740983979462,-0.223987666653543
"OVOL2",0.113669196533884,0.108612364382731,0.0396313812766468,-0.0188147383645095,-0.0236429536811297,0.0209671820211314,-0.0955456933641626,-0.109114227736768,-0.108612364382731
"KEAP1",-0.228972459899813,-0.220303860053389,-0.293565882140492,-0.173996106313394,-0.147016991920495,0.169699231313394,0.132310928829386,0.223987666653543,0.220303860053389
"SNAIL",-0.237031279631945,-0.227740983979462,-0.204436743132068,-0.178185403903752,-0.150018138941849,0.176035170490256,0.0369526228613379,0.229636106641797,0.227740983979462
"ZEB",-0.383202840586211,-0.373913537953424,-0.350210498237807,-0.207334277315596,-0.187884286422865,0.205411959259336,0.230414216295839,0.276945449318116,0.373913537953424
