"","GRHL2","Ecad","miR34","OVOL2","miR200","SNAIL","NRF2","KEAP1","ZEB"
"GRHL2",0.597421774179881,0.597421774179881,0.547153794816109,0.301911005290724,0.301911005290724,-0.168139935788362,-0.28730923537922,-0.28730923537922,-0.622957488465596
"miR200",0.595571044221343,0.595571044221343,0.53778267467158,0.302901625462007,0.302901625462007,-0.153608549666438,-0.189409397482733,-0.389409397482733,-0.621116964187909
"Ecad",0.487323449997005,0.487323449997005,0.344575892487604,0.247954026073157,0.247954026073157,-0.0215399892389482,-0.338866461687579,-0.238866461687579,-0.506369743716274
"NRF2",0.280933705314496,0.280933705314496,0.275835164743539,0.168139935788362,0.168139935788362,-0.113451044863687,-0.165617083868801,-0.165617083868801,-0.29612870163532
"miR34",0.280933705314496,0.280933705314496,0.275835164743539,0.168139935788362,0.168139935788362,-0.113451044863687,-0.165617083868801,-0.165617083868801,-0.29612870163532
"OVOL2",0.168369742554701,0.168369742554701,0.160931786119232,0.00611626386020781,0.00611626386020781,-0.0786588207857713,-0.102270526670304,-0.00227052667030422,-0.173707082079421
"KEAP1",-0.268014518948361,-0.268014518948361,-0.268278489680566,-0.165617083868801,-0.165617083868801,0.0977119664675171,0.0474948131264428,0.147494813126443,0.280933705314496
"SNAIL",-0.29612870163532,-0.29612870163532,-0.291158085807279,-0.177404407701225,-0.177404407701225,0.00843997623820908,0.168139935788362,0.168139935788362,0.306594319890022
"ZEB",-0.622957488465596,-0.622957488465596,-0.567307706744284,-0.313988156626036,-0.313988156626036,0.177404407701225,0.301911005290724,0.301911005290724,0.543464461210202
