"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",0.248197371682593,0.0869052144642909,-0.174219192762697,0.360098912560537,-0.332812329976765,0.297515328954995,-0.295874875716368,0,-0.347361439884013,-0.347361439884013
"SNAIL",0.217775500101065,-0.0146158565196455,-0.144421893477447,0.133258170795638,-0.216890338582806,0.0616531471291229,-0.0604790065151747,0,-0.217163229702465,-0.217163229702465
"OVOL2",-0.102108095740819,-0.0570428440012939,-0.0271030032023551,-0.112298061776959,0.101401756537741,-0.128946476299362,0.130237942493335,0,0.102003747914732,0.102003747914732
"NRF2",-0.217163229702465,-0.0851724883371345,0.143091046651983,-0.130699020626638,0.21556402689956,-0.0604790065151747,0.0588262913402444,0,0.215229702595173,0.215229702595173
"miR34",-0.217163229702465,-0.0851724883371345,0.143091046651983,-0.130699020626638,0.21556402689956,-0.0604790065151747,0.0588262913402444,0,0.215229702595173,0.215229702595173
"miR200",-0.35711885715239,-0.0787777254426871,0.179580231402854,-0.258716888945579,0.340185485105564,-0.288923467652553,0.187554897572327,0,0.355255848532499,0.355255848532499
"KEAP1",0.215229702595173,0.0858986737279931,-0.143194033263723,0.0257905957182126,-0.213641518765872,0.0588262913402444,-0.0549200413402444,0,-0.213464545265933,-0.213464545265933
"Iext",0.217163229702465,0.0851724883371345,-0.143091046651983,0.130699020626638,-0.21556402689956,0.0604790065151747,-0.0588262913402444,0,-0.215229702595173,-0.215229702595173
"GRHL2",-0.347361439884013,-0.0854180580875446,0.173638817543369,-0.35662015030799,0.332197591824092,-0.295874875716368,0.294695590124162,0,0.345830724878977,0.345830724878977
"Ecad",-0.279725123706477,0.0420697757264921,0.141365834335568,-0.397852842506183,0.174337947085152,-0.243805601286324,0.243683765629088,0,0.278879558933024,0.278879558933024
