"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",0.541977390828373,0.17956869639432,-0.313530190074861,0.288121316187352,-0.620868543944809,-0.307107476224272,0.297347707424224,0,-0.620868543944809,-0.620868543944809
"SNAIL",0.348039162927398,0.0551547222366893,-0.204599975031718,0.100959331539918,-0.335982351813983,-0.217615282457885,0.209394401776067,0,-0.335982351813983,-0.335982351813983
"OVOL2",-0.173046385849862,-0.079023441225036,0.00709775644692728,-0.0985711434074634,0.169158764037712,0.00687614327808713,-9.3472823541671e-05,0,0.169158764037712,0.169158764037712
"NRF2",-0.335982351813983,-0.153399620195873,0.196418911908794,-0.0951151756957626,0.320246943253672,0.209394401776067,-0.203314401776067,0,0.320246943253672,0.320246943253672
"miR34",-0.335982351813983,-0.153399620195873,0.196418911908794,-0.0951151756957626,0.320246943253672,0.209394401776067,-0.203314401776067,0,0.320246943253672,0.320246943253672
"miR200",-0.619917505119855,-0.156768929132558,0.304456514666762,-0.170865442392038,0.595703051074293,0.297794121129615,-0.382183299418978,0,0.595703051074293,0.595703051074293
"KEAP1",0.320246943253672,0.144943737842932,-0.189465372775648,-0.0171966046408184,-0.3032763962691,-0.203314401776067,0.190103833321303,0,-0.3032763962691,-0.3032763962691
"Iext",0.335982351813983,0.153399620195873,-0.196418911908794,0.0951151756957626,-0.320246943253672,-0.209394401776067,0.203314401776067,0,-0.320246943253672,-0.320246943253672
"GRHL2",-0.620868543944809,-0.169813611296769,0.302702254282127,-0.27293827958003,0.596615561155241,0.297347707424224,-0.281105611669933,0,0.596615561155241,0.596615561155241
"Ecad",-0.486395790105175,-0.0265641847053867,0.241150618111328,-0.322693309498154,0.469737736702935,0.20783910113715,-0.197019525665452,0,0.469737736702935,0.469737736702935
