"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",0.569977794998053,0.180439481475109,-0.317442152155463,0.290900256234905,-0.57584295662806,-0.307737671263964,0.301107406053356,0,-0.642580814173899,-0.642580814173899
"SNAIL",0.30166630556695,-0.00750664851516307,-0.163935743694775,0.0358754952646076,-0.179127123949626,-0.124061056414961,0.134772965929265,0,-0.278846186963832,-0.278846186963832
"OVOL2",-0.174162995642367,-0.0741458496786354,0.00944097016833425,-0.0949010416440448,0.164886459437872,0.00955388742939279,0.00374266131019393,0,0.173201049115277,0.173201049115277
"NRF2",-0.278846186963832,-0.0581349836551504,0.168471740365604,-0.00691374663072777,0.184002928917427,0.134772965929265,-0.102514901413136,0,0.272035238523348,0.272035238523348
"miR34",-0.278846186963832,-0.0581349836551504,0.168471740365604,-0.00691374663072777,0.184002928917427,0.134772965929265,-0.102514901413136,0,0.272035238523348,0.272035238523348
"miR200",-0.641849618668063,-0.146675497805583,0.308815012990235,-0.164663308459417,0.547150146011867,0.299871075884431,-0.376609684997141,0,0.616720678839983,0.616720678839983
"KEAP1",0.272035238523348,0.0934583667397275,-0.142510201904065,-0.0754761904761905,-0.143483448397947,-0.102514901413136,0.123495827843654,0,-0.237728669180282,-0.237728669180282
"Iext",0.278846186963832,0.0581349836551504,-0.168471740365604,0.00691374663072777,-0.184002928917427,-0.134772965929265,0.102514901413136,0,-0.272035238523348,-0.272035238523348
"GRHL2",-0.642580814173899,-0.163935743694775,0.308236046750836,-0.270142641696896,0.55808716669656,0.301107406053356,-0.278683163629113,0,0.616940543346699,0.616940543346699
"Ecad",-0.597275879279978,-0.0269993047884171,0.290900256234905,-0.354478814565871,0.4088273884936,0.246867456040182,-0.22455306367187,0,0.576109984428439,0.576109984428439
