"","GRHL2","Ecad","miR34","miR200","OVOL2","NRF2","KEAP1","SNAIL","ZEB"
"miR200",0.633665371145515,0.633665371145515,0.613853051212322,0.335610379434543,0.322813625237784,-0.181181918933666,-0.414404006141675,-0.316313693536618,-0.665012578155372
"NRF2",0.616510991687937,0.616510991687937,0.701824819211663,0.470933370046845,0.339843964415202,-0.188626477153826,-0.449690651600243,-0.56307190278014,-0.657142287859865
"miR34",0.616510991687937,0.616510991687937,0.701824819211663,0.470933370046845,0.339843964415202,-0.188626477153826,-0.449690651600243,-0.56307190278014,-0.657142287859865
"GRHL2",0.622215737889395,0.622215737889395,0.601804020664893,0.324262708414138,0.314988591632038,-0.279516363023488,-0.303410960724302,-0.30457167721837,-0.652114798105197
"Ecad",0.471410157912757,0.471410157912757,0.355558449616869,0.211954975735825,0.240450585252407,-0.323592244542127,-0.198685481891775,-0.0953204216245576,-0.490126207295473
"OVOL2",0.174349097371664,0.174349097371664,0.171498309863759,0.0120883458025033,0.00977269401351555,-0.0996386387462836,-0.00415619559169835,-0.104280074684887,-0.178885809669436
"ZEB",-0.652114798105197,-0.652114798105197,-0.629496179238122,-0.337872819170406,-0.328223095050119,0.297373505880631,0.324262708414138,0.325800616762473,0.57931558165074
"KEAP1",-0.571225467119544,-0.571225467119544,-0.659442547743519,-0.449690651600243,-0.319457321181459,0.0631606386445096,0.419575709071507,0.532538418103636,0.616510991687937
"SNAIL",-0.657142287859865,-0.657142287859865,-0.740792657655941,-0.492182058399416,-0.359879556881464,0.206303244830594,0.470933370046845,0.484527841477457,0.690894464076654
