"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",0.535170161370241,-0.16300751590344,-0.304001947729056,0.295750320493453,-0.572752851556427,-0.286969355073161,0.279767089987335,0,-0.614377588002304,-0.614377588002304
"SNAIL",0.339967794233011,-0.124008931147346,-0.199166590788685,0.102266980535818,-0.315634888930289,-0.204633600707154,0.196862961841837,0,-0.329168451227262,-0.329168451227262
"OVOL2",-0.164831965966677,0.0807713566638422,0.00341697788057629,-0.0966342075687592,0.154462388759215,-0.000112582721554295,0.00790746694994562,0,0.162641985129009,0.162641985129009
"NRF2",-0.329168451227262,0.0151429517659026,0.190916106605341,-0.0970537103936378,0.301569862883945,0.196862961841837,-0.192697753581424,0,0.313742814253136,0.313742814253136
"miR34",0,0,0,0,0,0,0,0,0,0
"miR200",-0.613413746038152,0.0465814487502888,0.296990290660306,-0.176127377783239,0.54376711384027,0.280981543442939,-0.366032001081991,0,0.590824543226108,0.590824543226108
"KEAP1",0.313742814253136,-0.015539777162728,-0.185621550304073,-0.0163006534339121,-0.288914261224194,-0.192697753581424,0.180172501056172,0,-0.298511781737449,-0.298511781737449
"Iext",0.329168451227262,-0.0151429517659026,-0.190916106605341,0.0970537103936378,-0.301569862883945,-0.196862961841837,0.192697753581424,0,-0.313742814253136,-0.313742814253136
"GRHL2",-0.614377588002304,0.162655933783902,0.295058398581944,-0.278769188417981,0.554070091126093,0.279767089987335,-0.263942689783149,0,0.59188444127023,0.59188444127023
"Ecad",-0.473481173753903,0.122147868532044,0.23238558043858,-0.323826507936814,0.330677575925475,0.190162789743059,-0.180056840272806,0,0.458603237319081,0.458603237319081
